household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index,aquifer_cluster,water_table_depth_m,depletion_rate_m_per_year,tds_mg_per_L,nitrate_mg_per_L
HH00226,27.661083,85.207399,Kathmandu,dry,5,0,1,0,AQ0036,33.21,0,4.98,0.92,539.29,1.65
HH00227,27.631532,85.363632,Kathmandu,wet,4,1,0,0,AQ0405,64.57,1,51.28,2.56,903.28,2.73
HH00228,27.634802,85.453756,Lalitpur,wet,8,1,1,1,AQ0205,33.97,1,57.04,0.7,848.09,1.87
HH00229,27.752152,85.286116,Lalitpur,dry,3,1,1,1,AQ0308,32.13,0,9.99,1.67,488.43,7.39
HH00230,27.603168,85.23085,Bhaktapur,wet,5,1,1,0,AQ0139,1.72,0,3.06,0.5,557.3,4.63
HH00231,27.711562,85.348301,Bhaktapur,dry,4,1,1,0,AQ0264,35.4,2,20.12,1.13,475.99,9.97
HH00232,27.675892,85.435652,Lalitpur,wet,4,0,1,0,AQ0057,37.57,1,19.32,1.65,921.91,6.64
HH00233,27.70131,85.403856,Kathmandu,wet,5,1,1,1,AQ0110,55.46,1,58.32,1.52,1019.41,9.39
HH00234,27.712566,85.361854,Kathmandu,wet,3,1,1,0,AQ0174,6.9,2,1.29,0.87,338.4,9.33
HH00235,27.662674,85.281915,Lalitpur,wet,6,1,0,0,AQ0496,38.18,0,28.76,1.31,433.07,4.51
HH00236,27.659022,85.340889,Kathmandu,wet,8,1,1,0,AQ0206,19.67,2,22.35,0.35,404.55,2.81
HH00237,27.74668,85.223724,Kathmandu,wet,6,1,0,1,AQ0225,35.18,2,24.86,1.01,589.13,8.99
HH00238,27.774255,85.376526,Kathmandu,dry,7,1,0,0,AQ0386,54.33,1,56.32,0.7,1143.32,7.77
HH00239,27.638516,85.388525,Kathmandu,dry,4,0,1,0,AQ0064,36.47,2,11.63,1.45,634.79,3.69
HH00240,27.619524,85.450908,Kathmandu,wet,4,1,0,0,AQ0252,53.0,2,22.91,2.45,150.0,3.89
HH00241,27.779559,85.267703,Kathmandu,dry,5,1,1,0,AQ0436,36.64,2,5.56,1.91,863.97,5.94
HH00242,27.669979,85.204799,Lalitpur,dry,3,1,0,1,AQ0449,20.4,0,5.75,0.84,560.47,2.85
HH00243,27.710263,85.341858,Kathmandu,dry,7,1,0,1,AQ0267,62.48,1,37.38,1.99,602.44,6.53
HH00244,27.671909,85.383766,Kathmandu,dry,3,1,1,0,AQ0390,20.97,2,4.15,1.28,150.0,2.27
HH00245,27.62516,85.405506,Kathmandu,wet,7,1,0,0,AQ0352,30.51,2,1.34,1.4,371.71,3.61
HH00246,27.717866,85.250372,Lalitpur,wet,3,0,1,1,AQ0463,43.05,2,0.48,2.18,379.77,5.02
HH00247,27.705028,85.268056,Kathmandu,wet,6,1,1,0,AQ0332,42.78,1,49.27,1.29,676.76,3.28
HH00248,27.640599,85.333274,Lalitpur,wet,4,1,1,0,AQ0320,27.82,2,12.98,1.82,472.43,4.25
HH00249,27.690374,85.285956,Bhaktapur,dry,3,1,1,0,AQ0357,40.93,2,23.86,1.24,441.68,2.4
HH00250,27.75939,85.423733,Kathmandu,wet,6,0,1,1,AQ0093,47.97,2,15.06,2.32,388.7,5.62
HH00251,27.718085,85.323178,Kathmandu,dry,4,1,1,1,AQ0183,43.87,1,47.28,1.46,934.29,4.17
HH00252,27.619383,85.40789,Kathmandu,dry,6,0,1,0,AQ0300,44.91,0,15.06,1.45,729.05,6.69
HH00253,27.709604,85.350961,Bhaktapur,dry,5,0,1,0,AQ0214,62.85,1,38.87,2.43,745.28,5.46
HH00254,27.740548,85.401003,Lalitpur,dry,3,1,1,0,AQ0494,38.1,0,3.18,2.07,570.97,6.36
HH00255,27.758541,85.286495,Bhaktapur,wet,7,1,1,1,AQ0142,40.56,2,9.1,1.83,150.0,9.49
HH00256,27.725824,85.416168,Kathmandu,dry,5,1,0,1,AQ0083,36.82,0,24.24,1.25,506.66,6.52
HH00257,27.630532,85.271389,Bhaktapur,wet,6,0,1,0,AQ0389,36.28,2,39.27,0.37,728.97,4.13
HH00258,27.742035,85.341986,Kathmandu,dry,5,1,1,0,AQ0099,35.35,2,10.56,1.55,546.55,2.74
HH00259,27.735468,85.255642,Kathmandu,dry,5,1,0,0,AQ0281,44.07,2,11.19,1.9,510.78,7.05
HH00260,27.604885,85.323637,Bhaktapur,dry,4,0,1,0,AQ0434,45.26,1,16.47,1.97,693.9,5.15
HH00261,27.68235,85.282726,Bhaktapur,wet,4,1,0,0,AQ0102,30.6,0,15.13,1.38,611.23,5.38
HH00262,27.66659,85.269343,Kathmandu,dry,5,1,0,0,AQ0329,64.36,1,51.09,1.76,884.48,7.44
HH00263,27.733882,85.451416,Kathmandu,wet,4,0,1,0,AQ0378,60.6,1,53.24,2.17,865.11,8.12
HH00264,27.643227,85.241619,Kathmandu,wet,4,0,1,0,AQ0071,33.69,2,21.58,1.02,418.77,3.86
HH00265,27.718174,85.404705,Kathmandu,dry,5,1,1,1,AQ0373,17.97,2,12.78,1.3,245.95,3.3
HH00266,27.782641,85.455883,Kathmandu,wet,5,1,0,1,AQ0338,29.21,2,4.73,2.22,520.08,4.95
HH00267,27.75956,85.205174,Bhaktapur,dry,3,1,1,1,AQ0386,53.09,1,56.32,0.7,1143.32,7.77
HH00268,27.784292,85.381747,Lalitpur,wet,4,1,1,0,AQ0372,12.02,2,6.18,0.45,538.5,5.25
HH00269,27.795701,85.265757,Lalitpur,dry,4,1,0,1,AQ0266,16.91,0,8.9,0.59,150.0,4.92
HH00270,27.602134,85.210527,Lalitpur,wet,3,1,1,0,AQ0492,13.95,0,6.86,0.88,156.25,2.88
HH00271,27.724548,85.304751,Lalitpur,dry,4,0,0,1,AQ0130,44.54,1,39.13,1.25,650.36,7.49
HH00272,27.682568,85.443157,Lalitpur,dry,3,1,1,0,AQ0060,38.01,0,4.7,2.11,440.8,3.41
HH00273,27.771971,85.203059,Lalitpur,dry,8,0,1,1,AQ0301,31.62,2,3.1,1.3,150.0,1.55
HH00274,27.650363,85.35285,Kathmandu,wet,6,1,1,1,AQ0392,50.89,1,33.75,1.95,777.41,8.54
HH00275,27.796206,85.330363,Lalitpur,dry,3,1,1,0,AQ0442,35.38,2,22.65,1.83,666.12,4.67
HH00276,27.722742,85.42708,Lalitpur,wet,3,1,1,1,AQ0119,36.42,1,48.57,1.38,835.7,1.2
HH00277,27.758707,85.22184,Bhaktapur,wet,6,1,1,0,AQ0263,35.9,0,14.22,2.01,564.34,4.87
HH00278,27.61712,85.377197,Bhaktapur,wet,4,1,1,0,AQ0483,19.05,0,16.56,0.92,185.5,2.6
HH00279,27.636692,85.376829,Kathmandu,dry,6,0,1,1,AQ0471,47.71,0,24.4,1.86,432.29,5.35
HH00280,27.751681,85.373961,Lalitpur,wet,7,0,0,1,AQ0328,41.26,2,4.92,2.25,635.13,2.06
HH00281,27.604397,85.445007,Kathmandu,dry,5,1,1,1,AQ0021,28.97,0,7.28,1.03,482.62,6.58
HH00282,27.763376,85.414003,Lalitpur,dry,4,0,0,1,AQ0097,23.32,2,7.29,1.52,468.4,3.51
HH00283,27.60279,85.210913,Kathmandu,wet,6,1,0,0,AQ0303,25.24,0,20.83,0.81,613.35,3.05
HH00284,27.731424,85.322482,Kathmandu,dry,8,0,1,0,AQ0001,46.57,0,20.05,1.39,281.06,1.51
HH00285,27.673019,85.303468,Kathmandu,wet,5,1,0,0,AQ0396,37.56,1,50.17,1.0,802.35,4.77
HH00286,27.722299,85.280638,Lalitpur,dry,5,1,1,0,AQ0203,40.65,2,9.3,1.6,189.25,7.67
HH00287,27.739206,85.317348,Kathmandu,wet,4,1,1,1,AQ0432,41.82,1,14.15,2.26,568.53,9.6
HH00288,27.668495,85.29989,Bhaktapur,dry,4,1,1,0,AQ0128,72.83,1,52.76,2.14,1138.37,9.84
HH00289,27.621592,85.312407,Kathmandu,wet,6,0,1,0,AQ0350,43.17,2,7.83,1.75,392.27,8.6
HH00290,27.613929,85.454608,Bhaktapur,wet,7,1,0,0,AQ0132,27.84,2,5.5,0.73,225.99,4.99
HH00291,27.717787,85.223045,Lalitpur,wet,5,1,0,1,AQ0034,17.98,2,8.89,1.26,527.17,4.82
HH00292,27.704131,85.43978,Kathmandu,wet,6,1,1,0,AQ0087,52.42,1,29.42,2.01,1013.94,9.17
HH00293,27.74844,85.324862,Kathmandu,wet,4,1,1,1,AQ0032,35.48,1,48.7,1.45,704.38,4.38
HH00294,27.701947,85.362173,Lalitpur,wet,4,1,1,0,AQ0259,10.67,2,11.89,0.88,367.62,3.24
HH00295,27.684489,85.415848,Lalitpur,wet,5,1,0,0,AQ0476,44.81,2,9.06,1.89,150.0,7.94
HH00296,27.679617,85.29372,Lalitpur,dry,4,1,0,1,AQ0324,43.96,1,22.38,1.77,722.49,9.04
HH00297,27.605289,85.31191,Kathmandu,dry,5,0,1,0,AQ0313,38.07,2,7.21,1.56,518.87,3.99
HH00298,27.667111,85.306475,Kathmandu,dry,4,1,0,0,AQ0370,32.12,0,7.93,0.88,150.0,8.58
HH00299,27.795204,85.29743,Bhaktapur,dry,6,0,0,1,AQ0460,15.03,0,6.21,0.39,476.45,2.78
HH00300,27.774711,85.440638,Kathmandu,dry,6,1,0,0,AQ0408,42.88,2,9.09,2.23,378.8,3.03
HH00301,27.665876,85.415522,Kathmandu,dry,5,1,0,0,AQ0033,46.82,1,22.27,2.31,693.84,3.65
HH00302,27.717559,85.22834,Kathmandu,wet,4,0,1,0,AQ0387,60.1,1,23.08,2.32,970.66,6.15
HH00303,27.769459,85.228112,Lalitpur,dry,5,0,1,1,AQ0388,49.33,2,16.61,2.36,485.79,2.58
HH00304,27.688255,85.311246,Lalitpur,wet,8,0,1,0,AQ0286,41.71,2,1.22,1.91,496.18,6.98
HH00305,27.603592,85.225651,Kathmandu,dry,5,0,0,1,AQ0326,21.25,2,8.74,0.39,150.0,2.71
HH00306,27.614902,85.360964,Kathmandu,dry,3,1,1,0,AQ0049,23.26,0,8.96,1.62,151.72,2.45
HH00307,27.702079,85.23736,Kathmandu,wet,3,1,1,0,AQ0286,26.89,2,1.22,1.91,496.18,6.98
HH00308,27.793888,85.335817,Kathmandu,dry,4,1,1,0,AQ0456,26.03,2,8.71,1.67,294.26,2.28
HH00309,27.738642,85.201877,Kathmandu,wet,4,1,1,0,AQ0082,16.02,2,21.28,0.5,569.51,2.77
HH00310,27.614183,85.282315,Bhaktapur,wet,6,1,0,0,AQ0144,34.23,1,30.11,1.18,656.26,3.4
HH00311,27.637872,85.37607,Kathmandu,wet,6,1,1,0,AQ0437,18.58,0,11.6,1.37,375.01,3.36
HH00312,27.754265,85.32585,Kathmandu,dry,4,1,0,0,AQ0390,28.23,2,4.15,1.28,150.0,2.27
HH00313,27.768288,85.45435,Bhaktapur,dry,4,1,1,0,AQ0280,31.32,2,9.0,1.03,659.0,6.26
HH00314,27.723539,85.427267,Kathmandu,dry,4,1,1,1,AQ0371,16.46,2,4.07,1.24,339.68,1.07
HH00315,27.728885,85.293358,Lalitpur,wet,7,1,0,0,AQ0092,29.56,2,1.92,0.66,150.0,5.84
HH00316,27.605667,85.211827,Kathmandu,dry,5,1,1,0,AQ0224,37.6,2,6.27,1.83,621.48,2.13
HH00317,27.765706,85.419863,Kathmandu,dry,5,1,1,0,AQ0217,45.1,2,9.82,1.64,368.23,9.09
HH00318,27.757655,85.436921,Bhaktapur,wet,4,1,1,1,AQ0156,12.57,2,2.2,1.07,304.06,5.0
HH00319,27.651807,85.413363,Lalitpur,dry,5,1,0,0,AQ0277,64.41,1,49.97,1.55,964.64,9.32
HH00320,27.741735,85.233267,Kathmandu,wet,4,0,1,0,AQ0008,35.35,2,30.04,1.67,444.6,4.74
HH00321,27.642971,85.459458,Lalitpur,wet,4,1,1,0,AQ0036,11.06,0,4.98,0.92,539.29,1.65
HH00322,27.608066,85.267232,Bhaktapur,wet,5,1,1,1,AQ0124,15.62,0,8.77,0.92,361.08,7.95
HH00323,27.640227,85.388293,Kathmandu,dry,5,1,1,0,AQ0009,45.01,1,51.45,1.43,817.6,3.73
HH00324,27.635726,85.436089,Lalitpur,wet,4,1,1,1,AQ0040,10.08,2,7.5,1.18,603.16,4.14
HH00325,27.66755,85.261279,Bhaktapur,wet,3,0,1,0,AQ0469,20.04,0,15.53,0.84,421.65,6.26
HH00326,27.68369,85.436147,Kathmandu,wet,4,0,1,1,AQ0179,43.63,0,20.43,1.7,482.8,9.71
HH00327,27.701708,85.280465,Lalitpur,wet,4,1,1,0,AQ0129,40.87,1,20.23,2.17,716.7,9.88
HH00328,27.695351,85.453867,Lalitpur,wet,5,1,1,0,AQ0447,58.55,1,41.06,1.93,839.73,5.89
HH00329,27.654135,85.273128,Lalitpur,wet,7,1,0,1,AQ0373,33.52,2,12.78,1.3,245.95,3.3
HH00330,27.605834,85.447893,Kathmandu,dry,3,1,0,1,AQ0068,28.34,2,17.35,1.1,700.12,9.29
HH00331,27.72102,85.213922,Kathmandu,wet,4,1,1,0,AQ0458,17.68,1,27.5,0.68,663.55,3.72
HH00332,27.679149,85.384411,Lalitpur,dry,4,1,1,0,AQ0154,30.01,0,5.93,1.07,252.87,7.76
HH00333,27.659734,85.338349,Kathmandu,dry,5,1,0,0,AQ0424,29.83,0,8.12,1.33,900.75,3.29
HH00334,27.773388,85.324248,Kathmandu,wet,4,0,0,1,AQ0003,42.62,2,24.94,1.71,566.92,8.56
HH00335,27.749349,85.258109,Kathmandu,wet,6,0,1,0,AQ0364,37.9,2,18.3,1.47,263.41,2.36
HH00336,27.771553,85.383455,Kathmandu,dry,4,1,0,0,AQ0378,67.35,1,53.24,2.17,865.11,8.12
HH00337,27.698997,85.24961,Bhaktapur,wet,5,1,0,1,AQ0265,51.9,0,13.33,1.97,632.16,5.84
HH00338,27.626186,85.343739,Kathmandu,wet,7,1,1,0,AQ0416,45.97,0,26.13,1.94,596.47,3.89
HH00339,27.739244,85.265844,Bhaktapur,wet,7,0,1,1,AQ0451,23.12,2,2.55,0.7,290.32,5.75
HH00340,27.641215,85.448462,Kathmandu,dry,8,0,1,0,AQ0004,36.6,2,2.69,1.08,609.6,6.56
HH00341,27.688246,85.207444,Lalitpur,dry,6,1,1,0,AQ0262,38.76,0,7.4,0.95,280.07,7.01
HH00342,27.613,85.251929,Kathmandu,dry,7,1,0,0,AQ0329,65.69,1,51.09,1.76,884.48,7.44
HH00343,27.765062,85.263001,Lalitpur,dry,4,0,1,0,AQ0282,22.65,2,3.4,0.71,469.73,3.71
HH00344,27.625188,85.307658,Lalitpur,wet,4,1,0,0,AQ0386,45.31,1,56.32,0.7,1143.32,7.77
HH00345,27.78062,85.26051,Kathmandu,wet,3,0,1,1,AQ0450,24.76,0,17.09,0.65,734.92,3.43
HH00346,27.772846,85.327751,Bhaktapur,wet,6,0,1,0,AQ0370,32.76,0,7.93,0.88,150.0,8.58
HH00347,27.692917,85.426841,Kathmandu,wet,7,0,1,0,AQ0085,38.0,0,4.19,1.84,285.64,9.32
HH00348,27.748874,85.385136,Lalitpur,wet,4,1,1,0,AQ0342,24.49,0,5.83,1.03,452.91,5.74
HH00349,27.723889,85.35079,Bhaktapur,wet,5,0,1,1,AQ0387,56.65,1,23.08,2.32,970.66,6.15
HH00350,27.760615,85.223141,Bhaktapur,wet,6,0,0,1,AQ0035,27.89,2,17.02,1.29,471.45,1.63
HH00351,27.686361,85.380438,Bhaktapur,wet,7,0,1,0,AQ0114,33.97,2,20.35,1.34,444.75,3.69
HH00352,27.757162,85.243268,Kathmandu,wet,5,0,1,0,AQ0059,37.49,0,1.01,2.13,237.36,7.7
HH00353,27.692491,85.404456,Kathmandu,dry,8,0,1,0,AQ0038,53.79,1,23.9,1.33,429.05,8.87
HH00354,27.788193,85.265015,Kathmandu,dry,4,1,0,0,AQ0033,53.2,1,22.27,2.31,693.84,3.65
HH00355,27.697274,85.308433,Lalitpur,dry,4,0,1,0,AQ0377,49.32,1,13.42,1.93,565.09,6.03
HH00356,27.692524,85.291122,Lalitpur,wet,5,0,1,0,AQ0399,43.19,2,14.43,2.0,732.5,6.37
HH00357,27.757014,85.423292,Kathmandu,wet,4,1,0,0,AQ0203,36.12,2,9.3,1.6,189.25,7.67
HH00358,27.764316,85.232902,Lalitpur,wet,3,1,1,0,AQ0202,22.17,1,42.0,0.65,882.29,4.68
HH00359,27.710898,85.347068,Kathmandu,wet,6,1,0,1,AQ0100,18.46,2,6.68,0.88,620.02,3.15
HH00360,27.63596,85.236936,Kathmandu,wet,6,1,0,0,AQ0398,52.22,2,21.16,2.36,548.1,6.38
HH00361,27.693552,85.383247,Lalitpur,dry,6,1,0,0,AQ0450,23.8,0,17.09,0.65,734.92,3.43
HH00362,27.793615,85.43532,Kathmandu,dry,4,1,1,0,AQ0301,26.63,2,3.1,1.3,150.0,1.55
HH00363,27.750597,85.312998,Bhaktapur,wet,5,0,0,1,AQ0304,28.06,2,24.62,0.53,337.6,5.89
HH00364,27.762233,85.326904,Kathmandu,wet,4,1,1,0,AQ0428,42.52,1,40.93,0.65,853.98,5.04
HH00365,27.606565,85.44113,Lalitpur,wet,3,1,1,0,AQ0118,60.98,1,51.33,2.71,865.87,4.13
HH00366,27.693572,85.335458,Kathmandu,wet,5,0,1,0,AQ0421,59.28,1,57.02,1.69,1025.5,6.75
HH00367,27.729324,85.326776,Kathmandu,wet,3,1,1,0,AQ0243,38.72,1,46.39,1.81,768.2,2.06
HH00368,27.766007,85.350366,Lalitpur,wet,3,0,0,1,AQ0029,36.64,0,9.68,1.85,417.4,7.01
HH00369,27.609855,85.3792,Bhaktapur,wet,6,0,0,1,AQ0227,37.44,0,7.46,1.7,671.89,3.69
HH00370,27.770488,85.22779,Kathmandu,wet,3,1,0,0,AQ0340,31.67,2,17.73,0.84,274.91,8.49
HH00371,27.70968,85.413489,Kathmandu,wet,8,1,0,0,AQ0213,78.91,1,43.55,2.47,1033.53,8.53
HH00372,27.639463,85.313231,Lalitpur,wet,5,1,1,1,AQ0418,32.85,1,23.37,1.0,569.7,5.37
HH00373,27.663451,85.218811,Kathmandu,wet,8,0,0,1,AQ0187,31.35,2,9.31,1.17,346.02,4.74
HH00374,27.656386,85.404407,Bhaktapur,dry,3,1,1,1,AQ0113,41.99,1,24.97,1.94,445.81,7.25
HH00375,27.706172,85.298007,Lalitpur,wet,5,0,1,1,AQ0373,29.76,2,12.78,1.3,245.95,3.3
HH00376,27.610337,85.226096,Kathmandu,dry,4,1,0,1,AQ0299,9.0,2,5.97,0.57,150.0,3.71
HH00377,27.631707,85.364783,Kathmandu,dry,6,1,1,0,AQ0161,60.55,1,32.55,2.0,995.73,7.22
HH00378,27.762539,85.428834,Lalitpur,dry,4,1,0,0,AQ0019,26.75,2,3.63,1.01,290.01,2.14
HH00379,27.626521,85.430816,Kathmandu,dry,4,1,0,0,AQ0264,43.6,2,20.12,1.13,475.99,9.97
HH00380,27.646679,85.448993,Lalitpur,dry,7,1,0,0,AQ0159,53.65,2,16.15,1.89,261.44,8.58
HH00381,27.690674,85.425603,Kathmandu,dry,4,1,0,0,AQ0011,43.3,2,3.49,1.58,871.68,8.05
HH00382,27.703424,85.200557,Lalitpur,wet,3,0,1,0,AQ0008,49.28,2,30.04,1.67,444.6,4.74
HH00383,27.752722,85.298863,Kathmandu,wet,4,1,0,1,AQ0153,30.84,1,21.03,1.64,857.29,4.06
HH00384,27.689466,85.412821,Bhaktapur,dry,5,1,1,0,AQ0113,51.92,1,24.97,1.94,445.81,7.25
HH00385,27.757973,85.295226,Kathmandu,dry,4,1,0,0,AQ0148,39.28,2,4.41,1.73,366.67,2.54
HH00386,27.723669,85.356403,Kathmandu,dry,4,1,0,0,AQ0038,44.07,1,23.9,1.33,429.05,8.87
HH00387,27.62262,85.357642,Bhaktapur,dry,3,1,1,0,AQ0135,22.14,2,1.12,1.07,150.0,5.55
HH00388,27.631266,85.294907,Kathmandu,dry,5,0,1,1,AQ0373,23.09,2,12.78,1.3,245.95,3.3
HH00389,27.687407,85.435163,Kathmandu,dry,6,1,1,1,AQ0461,21.23,2,15.2,1.05,376.15,5.58
HH00390,27.679378,85.330839,Kathmandu,dry,4,1,1,0,AQ0423,28.01,1,47.86,0.55,559.32,3.14
HH00391,27.748709,85.320844,Kathmandu,dry,4,0,1,0,AQ0235,19.0,2,7.67,0.29,474.87,4.44
HH00392,27.716147,85.459354,Bhaktapur,dry,3,1,0,0,AQ0255,10.59,0,2.86,0.62,648.08,4.49
HH00393,27.677627,85.32831,Lalitpur,dry,4,0,0,1,AQ0074,42.33,0,9.9,1.43,383.14,6.75
HH00394,27.634152,85.246384,Kathmandu,dry,4,1,1,1,AQ0328,40.14,2,4.92,2.25,635.13,2.06
HH00395,27.645367,85.333398,Lalitpur,dry,5,1,1,0,AQ0362,61.17,1,38.26,2.55,923.31,2.14
HH00396,27.7151,85.411644,Lalitpur,wet,5,0,0,1,AQ0374,39.74,2,8.31,2.0,684.26,5.99
HH00397,27.684688,85.401984,Bhaktapur,wet,7,0,1,0,AQ0491,44.43,0,8.68,1.85,532.11,9.81
HH00398,27.702986,85.405031,Kathmandu,dry,3,1,1,1,AQ0276,26.01,0,23.43,1.16,537.9,3.97
HH00399,27.634135,85.384086,Lalitpur,dry,5,0,1,1,AQ0209,46.16,1,19.77,2.09,585.62,4.89
HH00400,27.732581,85.266097,Lalitpur,wet,5,0,1,0,AQ0267,59.13,1,37.38,1.99,602.44,6.53
HH00401,27.770508,85.424142,Kathmandu,wet,5,0,1,0,AQ0144,38.91,1,30.11,1.18,656.26,3.4
HH00402,27.651588,85.432295,Kathmandu,dry,7,1,1,0,AQ0485,52.45,2,20.8,2.07,678.05,3.01
HH00403,27.698303,85.25048,Kathmandu,dry,4,1,1,0,AQ0042,25.31,2,20.61,1.06,181.38,1.53
HH00404,27.795105,85.233918,Lalitpur,dry,3,0,0,1,AQ0224,42.61,2,6.27,1.83,621.48,2.13
HH00405,27.666648,85.453657,Kathmandu,dry,5,1,1,1,AQ0346,47.3,2,17.1,2.14,608.11,9.18
HH00406,27.719009,85.425764,Bhaktapur,wet,4,0,1,0,AQ0052,10.61,2,11.68,0.96,667.02,4.29
HH00407,27.618039,85.432241,Kathmandu,wet,3,1,1,0,AQ0421,59.41,1,57.02,1.69,1025.5,6.75
HH00408,27.721203,85.430458,Lalitpur,wet,4,1,1,1,AQ0308,27.68,0,9.99,1.67,488.43,7.39
HH00409,27.617926,85.340839,Bhaktapur,dry,4,0,1,1,AQ0137,34.94,2,23.18,0.63,554.1,5.78
HH00410,27.791847,85.368064,Lalitpur,wet,5,1,1,1,AQ0419,33.91,0,17.44,2.34,635.83,3.01
HH00411,27.743133,85.341794,Bhaktapur,dry,4,1,0,0,AQ0195,23.17,2,9.94,0.73,488.19,2.42
HH00412,27.757632,85.213314,Bhaktapur,dry,4,1,1,0,AQ0095,55.06,1,31.42,2.53,817.58,7.41
HH00413,27.740821,85.393831,Kathmandu,dry,5,0,1,1,AQ0490,44.95,1,52.76,0.94,281.49,5.72
HH00414,27.717946,85.331386,Lalitpur,dry,5,0,1,0,AQ0391,41.54,2,19.31,0.86,744.0,8.43
HH00415,27.689983,85.368404,Kathmandu,wet,8,0,0,1,AQ0258,32.32,0,23.16,1.29,545.82,4.35
HH00416,27.771675,85.330686,Lalitpur,dry,3,0,1,0,AQ0025,33.92,0,13.38,1.16,396.02,3.98
HH00417,27.791367,85.327871,Kathmandu,wet,8,1,1,1,AQ0232,75.2,1,58.21,3.01,788.87,9.68
HH00418,27.699807,85.244665,Lalitpur,wet,5,1,1,1,AQ0332,43.19,1,49.27,1.29,676.76,3.28
HH00419,27.786307,85.272466,Lalitpur,wet,6,0,1,0,AQ0094,63.64,1,15.32,2.45,744.58,9.57
HH00420,27.716667,85.241302,Kathmandu,wet,4,0,1,0,AQ0350,42.54,2,7.83,1.75,392.27,8.6
HH00421,27.707677,85.250873,Kathmandu,dry,5,1,0,0,AQ0221,31.73,2,9.9,1.11,245.25,3.09
HH00422,27.690897,85.452974,Bhaktapur,dry,7,0,1,1,AQ0297,73.55,1,33.81,2.17,1028.74,9.88
HH00423,27.641858,85.239809,Kathmandu,wet,7,1,1,0,AQ0203,37.01,2,9.3,1.6,189.25,7.67
HH00424,27.600744,85.27001,Kathmandu,wet,4,0,1,0,AQ0499,25.33,0,14.19,1.24,270.5,4.12
HH00425,27.648301,85.353553,Kathmandu,dry,4,0,1,0,AQ0436,48.78,2,5.56,1.91,863.97,5.94
HH00426,27.701945,85.358646,Bhaktapur,dry,5,0,1,0,AQ0343,40.86,1,30.63,1.02,550.52,4.44
HH00427,27.675992,85.240033,Bhaktapur,wet,7,1,1,0,AQ0081,35.66,0,13.11,1.58,160.76,4.36
HH00428,27.689697,85.406367,Lalitpur,dry,4,0,1,1,AQ0205,35.96,1,57.04,0.7,848.09,1.87
HH00429,27.79613,85.404153,Bhaktapur,dry,5,1,0,0,AQ0481,52.47,0,21.14,2.3,862.52,4.82
HH00430,27.670054,85.261703,Kathmandu,dry,6,1,1,1,AQ0449,16.03,0,5.75,0.84,560.47,2.85
HH00431,27.690437,85.275053,Bhaktapur,wet,6,1,0,1,AQ0380,24.15,0,16.96,1.12,548.12,3.2
HH00432,27.626703,85.443877,Kathmandu,dry,5,1,1,0,AQ0488,45.16,2,29.2,0.89,595.47,2.66
HH00433,27.609592,85.414675,Kathmandu,dry,4,1,1,0,AQ0077,19.07,2,6.49,0.31,361.35,4.69
HH00434,27.755082,85.381427,Kathmandu,dry,8,1,1,0,AQ0038,46.42,1,23.9,1.33,429.05,8.87
HH00435,27.714137,85.221381,Lalitpur,dry,5,0,0,1,AQ0195,23.27,2,9.94,0.73,488.19,2.42
HH00436,27.752141,85.308749,Lalitpur,dry,6,1,1,0,AQ0464,28.69,2,15.41,0.95,723.52,3.55
HH00437,27.629973,85.345418,Kathmandu,wet,4,0,1,1,AQ0042,20.56,2,20.61,1.06,181.38,1.53
HH00438,27.714366,85.248727,Bhaktapur,dry,5,0,1,0,AQ0455,20.35,2,2.47,0.89,244.55,3.84
HH00439,27.650728,85.316539,Kathmandu,dry,4,1,1,1,AQ0182,3.13,2,1.43,0.38,255.82,1.5
HH00440,27.645612,85.356267,Kathmandu,dry,4,0,1,0,AQ0245,32.14,1,4.39,1.22,913.67,7.74
HH00441,27.602305,85.285118,Kathmandu,wet,6,1,1,0,AQ0195,16.34,2,9.94,0.73,488.19,2.42
HH00442,27.626068,85.403046,Lalitpur,wet,5,0,1,0,AQ0078,67.56,1,31.41,2.7,696.44,5.24
HH00443,27.661854,85.418517,Bhaktapur,dry,5,1,1,0,AQ0320,20.88,2,12.98,1.82,472.43,4.25
HH00444,27.623376,85.284138,Kathmandu,dry,4,1,1,0,AQ0464,13.82,2,15.41,0.95,723.52,3.55
HH00445,27.797172,85.418051,Lalitpur,wet,5,0,1,1,AQ0388,37.47,2,16.61,2.36,485.79,2.58
HH00446,27.661727,85.22693,Kathmandu,dry,4,1,1,1,AQ0415,77.9,1,58.08,2.86,1026.23,7.11
HH00447,27.626065,85.41781,Lalitpur,wet,5,1,1,0,AQ0125,21.42,0,7.74,1.56,515.29,3.31
HH00448,27.639816,85.239715,Bhaktapur,dry,4,1,1,0,AQ0141,60.07,1,17.34,2.09,909.1,8.1
HH00449,27.717541,85.221561,Kathmandu,dry,6,1,1,1,AQ0027,41.71,1,24.38,1.17,1046.86,2.21
HH00450,27.612809,85.366862,Bhaktapur,wet,6,1,0,1,AQ0315,35.8,0,7.82,1.04,310.94,5.12
HH00451,27.772487,85.322704,Lalitpur,dry,4,1,0,0,AQ0321,31.19,2,10.07,1.01,652.59,4.47
