household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index
HH00322,27.608066,85.267232,Bhaktapur,wet,5,1,1,1,AQ0124,15.62
HH00323,27.640227,85.388293,Kathmandu,dry,5,1,1,0,AQ0009,45.01
HH00324,27.635726,85.436089,Lalitpur,wet,4,1,1,1,AQ0040,10.08
HH00325,27.66755,85.261279,Bhaktapur,wet,3,0,1,0,AQ0469,20.04
HH00326,27.68369,85.436147,Kathmandu,wet,4,0,1,1,AQ0179,43.63
HH00327,27.701708,85.280465,Lalitpur,wet,4,1,1,0,AQ0129,40.87
HH00328,27.695351,85.453867,Lalitpur,wet,5,1,1,0,AQ0447,58.55
HH00329,27.654135,85.273128,Lalitpur,wet,7,1,0,1,AQ0373,33.52
HH00330,27.605834,85.447893,Kathmandu,dry,3,1,0,1,AQ0068,28.34
HH00331,27.72102,85.213922,Kathmandu,wet,4,1,1,0,AQ0458,17.68
HH00332,27.679149,85.384411,Lalitpur,dry,4,1,1,0,AQ0154,30.01
HH00333,27.659734,85.338349,Kathmandu,dry,5,1,0,0,AQ0424,29.83
HH00334,27.773388,85.324248,Kathmandu,wet,4,0,0,1,AQ0003,42.62
HH00335,27.749349,85.258109,Kathmandu,wet,6,0,1,0,AQ0364,37.9
HH00336,27.771553,85.383455,Kathmandu,dry,4,1,0,0,AQ0378,67.35
HH00337,27.698997,85.24961,Bhaktapur,wet,5,1,0,1,AQ0265,51.9
HH00338,27.626186,85.343739,Kathmandu,wet,7,1,1,0,AQ0416,45.97
HH00339,27.739244,85.265844,Bhaktapur,wet,7,0,1,1,AQ0451,23.12
HH00340,27.641215,85.448462,Kathmandu,dry,8,0,1,0,AQ0004,36.6
HH00341,27.688246,85.207444,Lalitpur,dry,6,1,1,0,AQ0262,38.76
HH00342,27.613,85.251929,Kathmandu,dry,7,1,0,0,AQ0329,65.69
HH00343,27.765062,85.263001,Lalitpur,dry,4,0,1,0,AQ0282,22.65
HH00344,27.625188,85.307658,Lalitpur,wet,4,1,0,0,AQ0386,45.31
HH00345,27.78062,85.26051,Kathmandu,wet,3,0,1,1,AQ0450,24.76
HH00346,27.772846,85.327751,Bhaktapur,wet,6,0,1,0,AQ0370,32.76
HH00347,27.692917,85.426841,Kathmandu,wet,7,0,1,0,AQ0085,38.0
HH00348,27.748874,85.385136,Lalitpur,wet,4,1,1,0,AQ0342,24.49
HH00349,27.723889,85.35079,Bhaktapur,wet,5,0,1,1,AQ0387,56.65
HH00350,27.760615,85.223141,Bhaktapur,wet,6,0,0,1,AQ0035,27.89
HH00351,27.686361,85.380438,Bhaktapur,wet,7,0,1,0,AQ0114,33.97
HH00352,27.757162,85.243268,Kathmandu,wet,5,0,1,0,AQ0059,37.49
HH00353,27.692491,85.404456,Kathmandu,dry,8,0,1,0,AQ0038,53.79
HH00354,27.788193,85.265015,Kathmandu,dry,4,1,0,0,AQ0033,53.2
HH00355,27.697274,85.308433,Lalitpur,dry,4,0,1,0,AQ0377,49.32
HH00356,27.692524,85.291122,Lalitpur,wet,5,0,1,0,AQ0399,43.19
HH00357,27.757014,85.423292,Kathmandu,wet,4,1,0,0,AQ0203,36.12
HH00358,27.764316,85.232902,Lalitpur,wet,3,1,1,0,AQ0202,22.17
HH00359,27.710898,85.347068,Kathmandu,wet,6,1,0,1,AQ0100,18.46
HH00360,27.63596,85.236936,Kathmandu,wet,6,1,0,0,AQ0398,52.22
HH00361,27.693552,85.383247,Lalitpur,dry,6,1,0,0,AQ0450,23.8
HH00362,27.793615,85.43532,Kathmandu,dry,4,1,1,0,AQ0301,26.63
HH00363,27.750597,85.312998,Bhaktapur,wet,5,0,0,1,AQ0304,28.06
HH00364,27.762233,85.326904,Kathmandu,wet,4,1,1,0,AQ0428,42.52
HH00365,27.606565,85.44113,Lalitpur,wet,3,1,1,0,AQ0118,60.98
HH00366,27.693572,85.335458,Kathmandu,wet,5,0,1,0,AQ0421,59.28
HH00367,27.729324,85.326776,Kathmandu,wet,3,1,1,0,AQ0243,38.72
HH00368,27.766007,85.350366,Lalitpur,wet,3,0,0,1,AQ0029,36.64
HH00369,27.609855,85.3792,Bhaktapur,wet,6,0,0,1,AQ0227,37.44
HH00370,27.770488,85.22779,Kathmandu,wet,3,1,0,0,AQ0340,31.67
HH00371,27.70968,85.413489,Kathmandu,wet,8,1,0,0,AQ0213,78.91
HH00372,27.639463,85.313231,Lalitpur,wet,5,1,1,1,AQ0418,32.85
HH00373,27.663451,85.218811,Kathmandu,wet,8,0,0,1,AQ0187,31.35
HH00374,27.656386,85.404407,Bhaktapur,dry,3,1,1,1,AQ0113,41.99
HH00375,27.706172,85.298007,Lalitpur,wet,5,0,1,1,AQ0373,29.76
HH00376,27.610337,85.226096,Kathmandu,dry,4,1,0,1,AQ0299,9.0
HH00377,27.631707,85.364783,Kathmandu,dry,6,1,1,0,AQ0161,60.55
HH00378,27.762539,85.428834,Lalitpur,dry,4,1,0,0,AQ0019,26.75
HH00379,27.626521,85.430816,Kathmandu,dry,4,1,0,0,AQ0264,43.6
HH00380,27.646679,85.448993,Lalitpur,dry,7,1,0,0,AQ0159,53.65
HH00381,27.690674,85.425603,Kathmandu,dry,4,1,0,0,AQ0011,43.3
HH00382,27.703424,85.200557,Lalitpur,wet,3,0,1,0,AQ0008,49.28
HH00383,27.752722,85.298863,Kathmandu,wet,4,1,0,1,AQ0153,30.84
HH00384,27.689466,85.412821,Bhaktapur,dry,5,1,1,0,AQ0113,51.92
HH00385,27.757973,85.295226,Kathmandu,dry,4,1,0,0,AQ0148,39.28
HH00386,27.723669,85.356403,Kathmandu,dry,4,1,0,0,AQ0038,44.07
HH00387,27.62262,85.357642,Bhaktapur,dry,3,1,1,0,AQ0135,22.14
HH00388,27.631266,85.294907,Kathmandu,dry,5,0,1,1,AQ0373,23.09
HH00389,27.687407,85.435163,Kathmandu,dry,6,1,1,1,AQ0461,21.23
HH00390,27.679378,85.330839,Kathmandu,dry,4,1,1,0,AQ0423,28.01
HH00391,27.748709,85.320844,Kathmandu,dry,4,0,1,0,AQ0235,19.0
HH00392,27.716147,85.459354,Bhaktapur,dry,3,1,0,0,AQ0255,10.59
HH00393,27.677627,85.32831,Lalitpur,dry,4,0,0,1,AQ0074,42.33
HH00394,27.634152,85.246384,Kathmandu,dry,4,1,1,1,AQ0328,40.14
HH00395,27.645367,85.333398,Lalitpur,dry,5,1,1,0,AQ0362,61.17
HH00396,27.7151,85.411644,Lalitpur,wet,5,0,0,1,AQ0374,39.74
HH00397,27.684688,85.401984,Bhaktapur,wet,7,0,1,0,AQ0491,44.43
HH00398,27.702986,85.405031,Kathmandu,dry,3,1,1,1,AQ0276,26.01
HH00399,27.634135,85.384086,Lalitpur,dry,5,0,1,1,AQ0209,46.16
HH00400,27.732581,85.266097,Lalitpur,wet,5,0,1,0,AQ0267,59.13
HH00401,27.770508,85.424142,Kathmandu,wet,5,0,1,0,AQ0144,38.91
HH00402,27.651588,85.432295,Kathmandu,dry,7,1,1,0,AQ0485,52.45
HH00403,27.698303,85.25048,Kathmandu,dry,4,1,1,0,AQ0042,25.31
HH00404,27.795105,85.233918,Lalitpur,dry,3,0,0,1,AQ0224,42.61
HH00405,27.666648,85.453657,Kathmandu,dry,5,1,1,1,AQ0346,47.3
HH00406,27.719009,85.425764,Bhaktapur,wet,4,0,1,0,AQ0052,10.61
HH00407,27.618039,85.432241,Kathmandu,wet,3,1,1,0,AQ0421,59.41
HH00408,27.721203,85.430458,Lalitpur,wet,4,1,1,1,AQ0308,27.68
HH00409,27.617926,85.340839,Bhaktapur,dry,4,0,1,1,AQ0137,34.94
HH00410,27.791847,85.368064,Lalitpur,wet,5,1,1,1,AQ0419,33.91
HH00411,27.743133,85.341794,Bhaktapur,dry,4,1,0,0,AQ0195,23.17
HH00412,27.757632,85.213314,Bhaktapur,dry,4,1,1,0,AQ0095,55.06
HH00413,27.740821,85.393831,Kathmandu,dry,5,0,1,1,AQ0490,44.95
HH00414,27.717946,85.331386,Lalitpur,dry,5,0,1,0,AQ0391,41.54
HH00415,27.689983,85.368404,Kathmandu,wet,8,0,0,1,AQ0258,32.32
HH00416,27.771675,85.330686,Lalitpur,dry,3,0,1,0,AQ0025,33.92
HH00417,27.791367,85.327871,Kathmandu,wet,8,1,1,1,AQ0232,75.2
HH00418,27.699807,85.244665,Lalitpur,wet,5,1,1,1,AQ0332,43.19
HH00419,27.786307,85.272466,Lalitpur,wet,6,0,1,0,AQ0094,63.64
HH00420,27.716667,85.241302,Kathmandu,wet,4,0,1,0,AQ0350,42.54
HH00421,27.707677,85.250873,Kathmandu,dry,5,1,0,0,AQ0221,31.73
HH00422,27.690897,85.452974,Bhaktapur,dry,7,0,1,1,AQ0297,73.55
HH00423,27.641858,85.239809,Kathmandu,wet,7,1,1,0,AQ0203,37.01
HH00424,27.600744,85.27001,Kathmandu,wet,4,0,1,0,AQ0499,25.33
HH00425,27.648301,85.353553,Kathmandu,dry,4,0,1,0,AQ0436,48.78
HH00426,27.701945,85.358646,Bhaktapur,dry,5,0,1,0,AQ0343,40.86
HH00427,27.675992,85.240033,Bhaktapur,wet,7,1,1,0,AQ0081,35.66
HH00428,27.689697,85.406367,Lalitpur,dry,4,0,1,1,AQ0205,35.96
HH00429,27.79613,85.404153,Bhaktapur,dry,5,1,0,0,AQ0481,52.47
HH00430,27.670054,85.261703,Kathmandu,dry,6,1,1,1,AQ0449,16.03
HH00431,27.690437,85.275053,Bhaktapur,wet,6,1,0,1,AQ0380,24.15
HH00432,27.626703,85.443877,Kathmandu,dry,5,1,1,0,AQ0488,45.16
HH00433,27.609592,85.414675,Kathmandu,dry,4,1,1,0,AQ0077,19.07
HH00434,27.755082,85.381427,Kathmandu,dry,8,1,1,0,AQ0038,46.42
HH00435,27.714137,85.221381,Lalitpur,dry,5,0,0,1,AQ0195,23.27
HH00436,27.752141,85.308749,Lalitpur,dry,6,1,1,0,AQ0464,28.69
HH00437,27.629973,85.345418,Kathmandu,wet,4,0,1,1,AQ0042,20.56
HH00438,27.714366,85.248727,Bhaktapur,dry,5,0,1,0,AQ0455,20.35
HH00439,27.650728,85.316539,Kathmandu,dry,4,1,1,1,AQ0182,3.13
HH00440,27.645612,85.356267,Kathmandu,dry,4,0,1,0,AQ0245,32.14
HH00441,27.602305,85.285118,Kathmandu,wet,6,1,1,0,AQ0195,16.34
HH00442,27.626068,85.403046,Lalitpur,wet,5,0,1,0,AQ0078,67.56
HH00443,27.661854,85.418517,Bhaktapur,dry,5,1,1,0,AQ0320,20.88
HH00444,27.623376,85.284138,Kathmandu,dry,4,1,1,0,AQ0464,13.82
HH00445,27.797172,85.418051,Lalitpur,wet,5,0,1,1,AQ0388,37.47
HH00446,27.661727,85.22693,Kathmandu,dry,4,1,1,1,AQ0415,77.9
HH00447,27.626065,85.41781,Lalitpur,wet,5,1,1,0,AQ0125,21.42
HH00448,27.639816,85.239715,Bhaktapur,dry,4,1,1,0,AQ0141,60.07
HH00449,27.717541,85.221561,Kathmandu,dry,6,1,1,1,AQ0027,41.71
HH00450,27.612809,85.366862,Bhaktapur,wet,6,1,0,1,AQ0315,35.8
HH00451,27.772487,85.322704,Lalitpur,dry,4,1,0,0,AQ0321,31.19
HH00452,27.7923,85.436052,Kathmandu,dry,4,1,1,1,AQ0448,10.01
HH00453,27.649349,85.294429,Bhaktapur,wet,5,1,0,0,AQ0281,38.27
HH00454,27.690019,85.27466,Kathmandu,dry,5,1,1,0,AQ0293,66.1
HH00455,27.604427,85.330191,Kathmandu,wet,6,1,1,1,AQ0242,43.06
HH00456,27.728142,85.318546,Kathmandu,dry,5,1,1,0,AQ0236,32.87
HH00457,27.682785,85.289551,Kathmandu,wet,4,0,1,1,AQ0203,31.36
HH00458,27.654012,85.380373,Bhaktapur,wet,4,0,1,0,AQ0457,35.63
HH00459,27.641367,85.397486,Lalitpur,wet,4,0,0,1,AQ0380,33.66
HH00460,27.730805,85.421776,Bhaktapur,wet,4,1,1,1,AQ0327,13.35
HH00461,27.683243,85.452943,Kathmandu,dry,5,1,1,0,AQ0142,40.64
HH00462,27.635932,85.269331,Kathmandu,wet,3,1,1,0,AQ0094,39.59
HH00463,27.737822,85.386184,Kathmandu,wet,7,1,1,1,AQ0152,17.33
HH00464,27.713014,85.302507,Lalitpur,dry,6,1,0,0,AQ0253,43.36
HH00465,27.771734,85.376041,Bhaktapur,wet,7,0,1,0,AQ0067,64.36
HH00466,27.623495,85.323755,Lalitpur,dry,7,1,0,0,AQ0176,41.03
HH00467,27.757133,85.458381,Kathmandu,dry,4,0,1,1,AQ0103,21.22
HH00468,27.734703,85.389515,Bhaktapur,dry,6,1,1,1,AQ0091,26.02
HH00469,27.623002,85.447648,Lalitpur,wet,4,0,0,1,AQ0193,28.45
HH00470,27.738964,85.417092,Kathmandu,wet,3,0,1,1,AQ0166,26.31
HH00471,27.688309,85.434754,Bhaktapur,dry,6,1,0,0,AQ0090,25.62
HH00472,27.788997,85.411749,Kathmandu,wet,3,1,0,1,AQ0326,11.01
HH00473,27.628322,85.319381,Kathmandu,wet,8,1,0,1,AQ0315,28.0
HH00474,27.728567,85.265465,Kathmandu,wet,5,1,1,1,AQ0490,38.93
HH00475,27.676396,85.296283,Kathmandu,wet,6,1,1,0,AQ0268,43.03
HH00476,27.791363,85.205261,Kathmandu,dry,4,0,1,0,AQ0438,32.58
HH00477,27.665995,85.336238,Kathmandu,dry,5,0,1,0,AQ0051,47.69
HH00478,27.792437,85.331315,Kathmandu,dry,3,1,1,0,AQ0166,39.43
HH00479,27.780297,85.336565,Lalitpur,dry,6,1,1,0,AQ0174,20.54
HH00480,27.654077,85.453248,Bhaktapur,wet,4,1,1,0,AQ0227,23.3
HH00481,27.760708,85.436978,Lalitpur,wet,5,1,1,0,AQ0266,10.69
HH00482,27.799121,85.242045,Kathmandu,dry,4,1,1,0,AQ0009,46.71
HH00483,27.650533,85.295909,Kathmandu,wet,3,1,1,0,AQ0087,57.03
HH00484,27.687355,85.310229,Kathmandu,wet,5,1,1,1,AQ0094,41.98
HH00485,27.704036,85.293739,Kathmandu,dry,4,0,0,1,AQ0052,34.46
HH00486,27.658986,85.407609,Lalitpur,dry,6,0,1,0,AQ0179,47.05
HH00487,27.603053,85.33625,Lalitpur,wet,4,1,0,0,AQ0278,40.71
HH00488,27.644026,85.348746,Lalitpur,dry,4,0,1,0,AQ0239,30.89
HH00489,27.656387,85.421784,Lalitpur,dry,5,0,1,0,AQ0073,83.09
HH00490,27.68872,85.409541,Kathmandu,wet,4,1,1,0,AQ0339,17.49
HH00491,27.63422,85.234375,Kathmandu,dry,4,1,0,0,AQ0072,27.72
HH00492,27.774651,85.385618,Lalitpur,wet,6,1,0,0,AQ0374,49.65
HH00493,27.740982,85.313213,Kathmandu,dry,4,1,1,1,AQ0068,20.66
HH00494,27.61704,85.276609,Kathmandu,dry,3,0,1,0,AQ0005,38.38
HH00495,27.730018,85.213005,Kathmandu,dry,4,1,1,0,AQ0339,21.09
HH00496,27.730731,85.326685,Kathmandu,wet,4,0,1,1,AQ0238,24.88
HH00497,27.791244,85.292414,Kathmandu,wet,5,1,1,0,AQ0466,39.87
HH00498,27.600604,85.265393,Bhaktapur,wet,4,0,1,0,AQ0121,42.65
HH00499,27.649586,85.380615,Bhaktapur,dry,6,1,1,0,AQ0413,7.18
HH00500,27.785558,85.400066,Kathmandu,wet,3,0,1,0,AQ0211,22.33
HH00501,27.786427,85.263645,Kathmandu,wet,4,1,0,0,AQ0262,24.78
HH00502,27.744117,85.212856,Lalitpur,wet,4,0,0,1,AQ0325,53.0
HH00503,27.753153,85.420676,Kathmandu,wet,5,0,1,0,AQ0058,50.77
HH00504,27.618297,85.20259,Kathmandu,wet,8,1,1,1,AQ0043,24.33
HH00505,27.702775,85.443649,Kathmandu,dry,5,1,1,0,AQ0197,40.18
HH00506,27.646317,85.363181,Kathmandu,wet,8,1,0,0,AQ0072,31.31
HH00507,27.636244,85.28368,Lalitpur,wet,4,1,0,1,AQ0091,21.45
HH00508,27.762061,85.264084,Bhaktapur,dry,3,0,1,0,AQ0037,27.74
HH00509,27.627008,85.202341,Kathmandu,dry,4,0,0,1,AQ0491,46.09
HH00510,27.69373,85.261223,Kathmandu,wet,4,0,1,1,AQ0314,29.6
HH00511,27.787716,85.235809,Kathmandu,wet,4,1,0,0,AQ0237,29.29
HH00512,27.637166,85.359163,Kathmandu,dry,3,1,0,0,AQ0486,27.73
HH00513,27.795599,85.243302,Bhaktapur,wet,4,1,0,0,AQ0383,72.71
HH00514,27.798858,85.337444,Lalitpur,dry,4,0,1,1,AQ0293,60.47
HH00515,27.711123,85.35343,Lalitpur,wet,3,1,0,0,AQ0466,44.61
HH00516,27.634029,85.277491,Lalitpur,wet,4,0,1,1,AQ0154,20.62
HH00517,27.663221,85.209117,Bhaktapur,wet,7,1,1,0,AQ0170,15.29
HH00518,27.684899,85.209686,Bhaktapur,dry,4,1,1,0,AQ0272,56.59
HH00519,27.661865,85.20685,Kathmandu,dry,6,1,0,1,AQ0406,19.7
HH00520,27.656127,85.392172,Kathmandu,wet,5,1,1,1,AQ0110,49.68
HH00521,27.794446,85.282683,Lalitpur,dry,4,1,0,1,AQ0151,21.22
HH00522,27.630673,85.407038,Kathmandu,wet,4,1,1,0,AQ0431,69.0
HH00523,27.746666,85.312251,Bhaktapur,wet,4,1,0,0,AQ0451,15.51
HH00524,27.600082,85.31778,Lalitpur,dry,5,1,1,0,AQ0131,64.64
HH00525,27.719237,85.333349,Bhaktapur,wet,4,1,0,1,AQ0268,44.06
HH00526,27.783189,85.385388,Kathmandu,dry,4,1,1,0,AQ0023,32.5
HH00527,27.657587,85.271111,Bhaktapur,dry,3,1,1,1,AQ0367,38.33
HH00528,27.637105,85.231613,Kathmandu,dry,7,0,1,1,AQ0139,12.11
HH00529,27.730336,85.344575,Bhaktapur,dry,4,0,1,0,AQ0490,54.22
HH00530,27.74252,85.285014,Kathmandu,wet,5,1,0,0,AQ0308,38.53
HH00531,27.737606,85.315048,Lalitpur,wet,5,1,1,0,AQ0239,22.12
HH00532,27.663863,85.368206,Lalitpur,wet,7,0,1,0,AQ0434,55.24
HH00533,27.65044,85.328473,Kathmandu,wet,5,1,1,1,AQ0441,37.15
HH00534,27.791184,85.361272,Kathmandu,wet,5,1,1,0,AQ0192,43.19
HH00535,27.78466,85.341492,Bhaktapur,wet,7,1,1,1,AQ0127,21.14
HH00536,27.691463,85.392347,Kathmandu,dry,6,1,1,0,AQ0430,46.03
HH00537,27.769239,85.383544,Lalitpur,wet,3,1,0,0,AQ0029,45.12
HH00538,27.690465,85.338889,Kathmandu,dry,4,0,0,1,AQ0121,46.29
HH00539,27.684878,85.376515,Bhaktapur,dry,6,0,1,1,AQ0198,48.59
HH00540,27.631353,85.427125,Lalitpur,dry,6,0,1,0,AQ0174,27.66
HH00541,27.685281,85.312391,Kathmandu,wet,5,1,1,1,AQ0144,26.44
HH00542,27.707483,85.307318,Kathmandu,wet,5,1,1,1,AQ0482,32.73
HH00543,27.604501,85.398704,Lalitpur,wet,5,0,1,0,AQ0179,47.21
HH00544,27.688823,85.351464,Kathmandu,wet,4,1,0,1,AQ0357,26.74
HH00545,27.756271,85.218462,Kathmandu,wet,5,1,1,0,AQ0011,35.81
HH00546,27.736009,85.431949,Lalitpur,dry,3,0,1,1,AQ0139,5.06
HH00547,27.727031,85.208004,Kathmandu,wet,8,1,1,1,AQ0447,46.48
HH00548,27.781911,85.394583,Kathmandu,dry,6,1,0,0,AQ0437,37.46
HH00549,27.603606,85.397286,Lalitpur,dry,5,0,1,0,AQ0253,35.91
HH00550,27.71141,85.447809,Kathmandu,wet,4,1,1,1,AQ0345,16.7
HH00551,27.75747,85.214075,Kathmandu,wet,4,1,0,0,AQ0314,30.66
HH00552,27.708267,85.355183,Kathmandu,dry,4,1,1,1,AQ0019,14.46
HH00553,27.664779,85.311239,Lalitpur,wet,5,0,1,0,AQ0160,59.18
HH00554,27.62725,85.285965,Lalitpur,dry,5,1,1,0,AQ0306,39.94
HH00555,27.777513,85.223483,Lalitpur,wet,4,0,0,1,AQ0122,9.65
HH00556,27.694152,85.34629,Kathmandu,dry,5,1,1,0,AQ0072,25.11
HH00557,27.775623,85.324551,Kathmandu,wet,6,1,0,1,AQ0055,38.59
HH00558,27.71717,85.227184,Kathmandu,wet,3,1,1,0,AQ0460,4.78
HH00559,27.734838,85.359247,Kathmandu,dry,5,0,1,0,AQ0169,28.0
HH00560,27.760852,85.391868,Bhaktapur,wet,6,0,0,1,AQ0099,33.8
HH00561,27.731831,85.399492,Kathmandu,wet,5,1,1,0,AQ0070,39.83
HH00562,27.679611,85.435397,Kathmandu,wet,5,1,0,1,AQ0149,44.78
HH00563,27.702727,85.306462,Kathmandu,wet,5,1,1,0,AQ0117,41.19
HH00564,27.760609,85.447799,Lalitpur,dry,8,0,0,1,AQ0026,48.8
HH00565,27.67473,85.425012,Lalitpur,dry,3,1,0,0,AQ0248,29.49
HH00566,27.677624,85.27709,Lalitpur,dry,5,1,1,0,AQ0385,48.11
HH00567,27.619138,85.241414,Bhaktapur,dry,3,1,1,0,AQ0209,37.61
HH00568,27.782917,85.313201,Kathmandu,wet,4,1,1,0,AQ0227,28.82
HH00569,27.618207,85.304494,Kathmandu,wet,4,0,1,0,AQ0411,21.6
HH00570,27.729642,85.349687,Kathmandu,dry,4,0,1,0,AQ0434,54.85
HH00571,27.682639,85.35168,Lalitpur,dry,8,1,1,1,AQ0114,32.53
HH00572,27.681124,85.394997,Lalitpur,wet,7,1,1,0,AQ0194,28.7
HH00573,27.73591,85.332571,Lalitpur,wet,4,0,1,0,AQ0484,29.49
HH00574,27.613419,85.227254,Lalitpur,wet,5,1,1,0,AQ0321,24.15
HH00575,27.718741,85.423156,Lalitpur,dry,5,0,1,1,AQ0010,16.6
HH00576,27.754406,85.280539,Bhaktapur,dry,6,1,1,0,AQ0095,62.87
HH00577,27.765643,85.452537,Lalitpur,wet,5,0,1,0,AQ0121,50.94
HH00578,27.634106,85.230644,Lalitpur,dry,3,1,0,1,AQ0126,27.55
HH00579,27.779484,85.449145,Kathmandu,wet,6,1,0,0,AQ0037,17.0
HH00580,27.731229,85.223663,Lalitpur,wet,6,1,0,0,AQ0069,46.43
HH00581,27.776371,85.260069,Bhaktapur,dry,5,1,1,1,AQ0297,53.64
HH00582,27.697056,85.212111,Kathmandu,wet,7,1,0,0,AQ0174,31.05
HH00583,27.708407,85.383329,Lalitpur,wet,7,0,1,1,AQ0461,31.37
HH00584,27.783808,85.421078,Lalitpur,dry,5,0,1,0,AQ0045,36.04
HH00585,27.779982,85.312858,Kathmandu,dry,5,0,1,0,AQ0123,26.5
HH00586,27.689632,85.441416,Lalitpur,dry,8,1,0,0,AQ0382,33.83
HH00587,27.654883,85.353478,Kathmandu,wet,4,1,1,0,AQ0472,38.9
HH00588,27.678634,85.363802,Bhaktapur,wet,4,1,0,0,AQ0027,28.65
HH00589,27.677553,85.419809,Bhaktapur,dry,4,0,0,1,AQ0193,45.6
HH00590,27.657373,85.277168,Kathmandu,dry,7,1,0,0,AQ0497,31.92
HH00591,27.653716,85.292109,Kathmandu,dry,6,0,0,1,AQ0340,29.19
HH00592,27.772213,85.435547,Lalitpur,wet,3,1,1,0,AQ0136,18.62
HH00593,27.613972,85.434251,Kathmandu,wet,8,1,0,0,AQ0195,25.7
HH00594,27.735522,85.453886,Kathmandu,dry,6,1,0,1,AQ0049,28.71
HH00595,27.634564,85.434478,Lalitpur,dry,7,0,0,1,AQ0096,52.43
HH00596,27.668901,85.233117,Kathmandu,wet,3,1,1,0,AQ0492,9.46
HH00597,27.612309,85.414168,Kathmandu,wet,5,1,1,0,AQ0121,30.26
HH00598,27.653995,85.306558,Bhaktapur,wet,5,0,1,0,AQ0249,38.23
HH00599,27.753684,85.457608,Bhaktapur,wet,5,1,1,0,AQ0473,19.7
HH00600,27.777003,85.322793,Lalitpur,wet,5,1,0,0,AQ0217,45.25
HH00601,27.644305,85.343997,Bhaktapur,wet,6,1,1,0,AQ0114,29.82
HH00602,27.69271,85.337741,Kathmandu,dry,4,1,1,1,AQ0014,33.77
HH00603,27.694065,85.283652,Kathmandu,wet,6,1,1,0,AQ0062,23.03
HH00604,27.774715,85.219506,Kathmandu,dry,4,0,1,1,AQ0043,32.92
HH00605,27.75256,85.432869,Lalitpur,wet,4,1,0,0,AQ0411,23.36
HH00606,27.702615,85.408696,Bhaktapur,dry,3,1,0,1,AQ0240,47.75
HH00607,27.734149,85.236277,Lalitpur,wet,4,1,1,0,AQ0096,32.57
HH00608,27.769471,85.40196,Bhaktapur,dry,4,0,1,0,AQ0027,49.85
HH00609,27.601908,85.36272,Lalitpur,dry,6,0,1,0,AQ0324,45.99
HH00610,27.680578,85.306377,Kathmandu,dry,5,1,1,0,AQ0383,76.11
HH00611,27.781449,85.266045,Kathmandu,dry,4,1,1,0,AQ0242,51.45
HH00612,27.748063,85.423529,Kathmandu,wet,5,1,1,0,AQ0487,34.21
HH00613,27.708568,85.382049,Kathmandu,dry,3,1,0,0,AQ0459,46.04
HH00614,27.705929,85.342412,Lalitpur,dry,4,0,0,1,AQ0240,54.49
HH00615,27.669554,85.358488,Kathmandu,dry,5,1,1,0,AQ0304,25.12
HH00616,27.704104,85.223677,Lalitpur,wet,5,0,1,0,AQ0067,64.48
HH00617,27.731077,85.323219,Lalitpur,dry,6,0,1,0,AQ0281,34.27
HH00618,27.683673,85.250362,Kathmandu,wet,4,0,1,1,AQ0192,43.57
HH00619,27.742831,85.25418,Kathmandu,wet,6,1,0,1,AQ0119,47.04
HH00620,27.772246,85.371939,Kathmandu,wet,5,1,1,0,AQ0152,27.53
HH00621,27.630937,85.436927,Kathmandu,wet,8,1,1,0,AQ0265,49.9
HH00622,27.690309,85.304977,Bhaktapur,dry,4,1,1,0,AQ0392,51.8
HH00623,27.681604,85.254015,Kathmandu,dry,5,1,1,0,AQ0231,16.13
HH00624,27.737493,85.368674,Lalitpur,dry,5,1,1,0,AQ0351,43.06
HH00625,27.649973,85.426509,Bhaktapur,dry,8,1,0,1,AQ0249,35.46
HH00626,27.72805,85.394563,Bhaktapur,dry,4,1,0,1,AQ0059,35.79
HH00627,27.775498,85.425877,Bhaktapur,dry,5,1,0,1,AQ0017,41.03
HH00628,27.683626,85.339504,Kathmandu,wet,4,1,1,0,AQ0171,27.09
HH00629,27.782203,85.395488,Kathmandu,dry,5,0,1,1,AQ0351,54.98
HH00630,27.798633,85.236417,Kathmandu,dry,4,1,1,0,AQ0452,34.0
HH00631,27.621218,85.290551,Kathmandu,dry,3,1,1,0,AQ0132,10.48
HH00632,27.646611,85.301283,Bhaktapur,dry,5,0,1,0,AQ0357,45.18
HH00633,27.790076,85.332937,Lalitpur,dry,4,0,1,1,AQ0136,29.86
HH00634,27.791666,85.44156,Kathmandu,wet,4,1,1,1,AQ0042,17.85
HH00635,27.619541,85.427317,Kathmandu,wet,4,1,0,0,AQ0305,32.81
HH00636,27.603,85.234977,Kathmandu,dry,3,0,0,1,AQ0006,51.62
HH00637,27.63222,85.244925,Lalitpur,wet,8,0,1,0,AQ0329,66.37
HH00638,27.799203,85.292987,Lalitpur,dry,5,0,1,0,AQ0170,30.1
HH00639,27.636,85.275593,Bhaktapur,wet,6,1,0,1,AQ0456,31.61
HH00640,27.70051,85.35984,Bhaktapur,wet,4,1,1,1,AQ0288,39.25
HH00641,27.769684,85.434722,Kathmandu,dry,7,1,0,1,AQ0399,57.59
HH00642,27.60408,85.450196,Kathmandu,wet,5,1,1,0,AQ0338,38.72
HH00643,27.720898,85.369937,Kathmandu,dry,5,1,1,0,AQ0215,43.88
