id,lat,lon,district,well_type,well_depth_m,water_table_depth_m,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day,aquifer_thickness_m,specific_capacity_m3_per_day_per_m,pump_capacity_lpm,pumping_rate_m3_per_day,TDS_mg_per_L,nitrate_mg_per_L,fluoride_mg_per_L,pH,land_use,season,household_water_insecurity_index
308,27.788381117452086,85.38489081202782,Kathmandu,shallow_tube,27.97,0.5,176.2,6.9294,25.43,0.7776,91.18,131.296,326.8,2.129,0.478,7.27,peri-urban,dry,7.07
309,27.70669604174896,85.34909839992312,Kathmandu,deep_tube,88.45,27.89,316.98,16.7926,18.88,2.8389,128.99,185.752,650.7,4.035,0.429,7.22,urban,dry,12.2
310,27.745093633690033,85.22830780581478,Kathmandu,shallow_tube,59.81,18.19,710.47,23.671,30.01,5.3969,7.76,11.173,342.9,5.319,0.828,7.54,peri-urban,dry,34.84
311,27.717473973715116,85.22135062107272,Kathmandu,shallow_tube,39.6,15.24,73.76,1.6234,45.44,0.6764,82.77,119.196,515.8,2.879,0.934,6.97,urban,wet,6.61
312,27.650238400920895,85.28014189650413,Kathmandu,shallow_tube,15.59,36.38,389.07,9.962,39.06,1.8115,23.66,34.076,527.9,5.493,0.42,7.38,urban,dry,51.42
313,27.650640232673997,85.33882395633205,Kathmandu,shallow_tube,47.72,7.56,96.28,3.2686,29.46,0.2486,24.36,35.074,594.0,2.415,1.153,7.61,peri-urban,dry,22.47
314,27.671105959430403,85.4022146347584,Kathmandu,shallow_tube,29.7,32.23,257.64,5.4997,46.85,1.6388,77.85,112.108,472.8,8.177,0.234,7.07,urban,dry,34.0
315,27.617867980458374,85.3094453693249,Kathmandu,shallow_tube,35.91,26.69,166.17,18.3884,9.04,1.6106,42.79,61.622,910.8,3.095,0.833,7.53,urban,dry,35.5
316,27.600766058100067,85.2595312108135,Bhaktapur,dug,6.35,1.52,297.53,8.3664,35.56,0.7714,6.43,9.255,140.2,11.483,0.556,6.7,urban,wet,8.97
317,27.63194989204679,85.24101589706633,Kathmandu,shallow_tube,46.53,9.31,440.9,18.1124,24.34,1.895,36.82,53.021,1092.7,1.762,0.449,7.51,green,dry,0.89
318,27.66318716447713,85.3823100622744,Bhaktapur,deep_tube,174.48,27.52,671.29,29.2737,22.93,3.0445,50.0,72.0,339.2,1.057,0.55,6.86,green,dry,24.82
319,27.622108633261718,85.25484734729906,Kathmandu,shallow_tube,49.64,19.94,108.94,2.735,39.83,0.2633,6.15,8.858,384.0,5.126,1.352,7.5,urban,dry,36.94
320,27.639448533233406,85.253384369471,Lalitpur,shallow_tube,52.63,7.14,118.71,3.6124,32.86,0.3888,35.8,51.545,183.4,2.698,0.677,7.75,urban,wet,0.0
321,27.655038042354697,85.42739667376345,Lalitpur,dug,6.12,2.94,209.81,6.7651,31.01,2.0275,2.45,3.521,401.5,5.102,0.458,6.94,peri-urban,dry,26.57
322,27.753752836144233,85.26639689957685,Lalitpur,dug,5.24,0.2,210.02,7.5142,27.95,1.1939,4.49,6.462,94.4,1.762,0.01,6.54,agriculture,wet,20.72
323,27.610469435686262,85.25774482763202,Lalitpur,deep_tube,30.0,5.35,169.67,9.3566,18.13,0.5738,664.48,956.856,350.1,3.021,0.562,8.2,peri-urban,wet,12.91
324,27.607911501312525,85.30075968947679,Lalitpur,shallow_tube,18.84,23.27,249.8,5.2432,47.64,1.4492,93.61,134.795,255.3,8.705,0.392,7.04,urban,dry,17.4
325,27.713264576033307,85.39082372799932,Kathmandu,dug,5.66,19.44,44.08,1.2425,35.48,0.3359,5.12,7.378,572.6,4.341,0.776,7.9,urban,dry,36.75
326,27.69416328387318,85.24973244494876,Lalitpur,dug,8.42,0.2,484.77,12.2089,39.71,1.1201,5.5,7.915,174.6,3.656,0.764,6.67,green,dry,0.0
327,27.631474316669983,85.20776703256112,Bhaktapur,dug,5.55,6.09,649.88,14.1214,46.02,3.0967,3.74,5.384,427.5,5.185,0.916,7.51,urban,wet,17.47
328,27.600048200937028,85.26031108400952,Kathmandu,shallow_tube,30.68,26.42,303.54,19.138,15.86,0.7978,101.68,146.423,255.2,5.906,1.151,6.67,urban,dry,16.64
329,27.733341771079292,85.27107207227387,Kathmandu,shallow_tube,58.36,17.27,37.37,1.0718,34.86,0.3091,115.62,166.487,196.9,6.253,0.859,7.73,urban,dry,11.26
330,27.705451029990137,85.43246762057348,Kathmandu,shallow_tube,43.15,12.44,558.27,15.7397,35.47,4.5935,60.92,87.732,219.8,1.68,0.652,6.71,urban,dry,0.0
331,27.72463448490644,85.21860710460963,Kathmandu,dug,9.8,14.3,897.0,22.7493,39.43,4.8995,11.57,16.654,347.7,5.983,1.306,7.31,urban,dry,31.71
332,27.62542052275415,85.28918079232723,Kathmandu,deep_tube,63.39,34.13,718.43,19.2016,37.42,6.7146,50.0,72.0,318.7,5.921,0.506,7.72,urban,dry,30.93
333,27.68200475734835,85.32049872943323,Kathmandu,shallow_tube,45.86,18.45,199.11,16.1903,12.3,1.1731,74.49,107.265,507.9,0.784,0.767,6.83,peri-urban,dry,22.94
334,27.78671862874025,85.37998988484237,Lalitpur,dug,10.17,0.85,489.0,11.6362,42.02,3.0057,1.0,1.44,315.2,7.847,1.276,7.11,urban,wet,30.23
335,27.771949561137014,85.31456332869126,Kathmandu,dug,8.02,8.34,373.05,14.1185,26.42,3.7057,2.88,4.154,593.9,6.059,0.063,6.84,urban,dry,41.8
336,27.78444466363097,85.3481420456912,Kathmandu,shallow_tube,57.7,32.4,305.48,7.348,41.57,1.9349,64.39,92.721,296.6,1.777,0.834,7.23,green,dry,19.23
337,27.622521845869844,85.43349685462816,Kathmandu,shallow_tube,14.25,0.5,257.84,15.1454,17.02,1.5659,63.27,91.103,213.4,11.73,0.682,6.93,urban,wet,0.0
338,27.66045534009929,85.42377129319158,Bhaktapur,deep_tube,140.26,23.83,174.22,8.6098,20.23,1.0083,740.8,1066.758,478.5,3.92,0.512,6.3,peri-urban,dry,22.13
339,27.60941223957539,85.3671366737785,Bhaktapur,dug,6.72,6.4,237.03,12.1994,19.43,1.5214,3.7,5.326,1124.1,3.353,0.21,6.98,urban,wet,35.73
340,27.696971747943223,85.28874877895349,Kathmandu,deep_tube,141.31,23.17,571.48,61.7476,9.26,4.6101,852.65,1227.823,1288.8,4.151,0.26,8.74,urban,dry,35.28
341,27.65670143805419,85.43710628888537,Lalitpur,shallow_tube,21.33,7.73,98.89,4.6241,21.39,0.7036,42.17,60.723,214.0,4.121,0.339,7.21,urban,wet,9.0
342,27.66065620521309,85.29064580314868,Kathmandu,deep_tube,156.43,12.67,2000.0,54.6016,36.63,5.0882,198.82,286.303,276.3,2.462,0.279,7.43,peri-urban,dry,7.58
343,27.78843709089793,85.32962324373557,Kathmandu,dug,6.91,13.95,138.95,5.1425,27.02,0.8477,4.01,5.777,144.4,4.757,0.67,7.2,urban,wet,29.83
344,27.708892266429835,85.24211013778299,Lalitpur,deep_tube,172.73,39.83,339.29,12.7523,26.61,1.6916,1346.06,1938.326,348.3,6.421,0.903,7.31,urban,dry,23.98
345,27.6241921324477,85.21967441879885,Kathmandu,shallow_tube,27.78,21.35,514.06,26.1691,19.64,1.4177,124.45,179.208,226.7,4.271,1.196,7.36,urban,dry,18.69
346,27.64998034432738,85.21640019123626,Lalitpur,shallow_tube,14.23,3.87,102.19,4.2425,24.09,0.5696,78.84,113.529,288.4,1.04,0.776,6.75,urban,dry,7.82
347,27.73801507083776,85.29759411151174,Kathmandu,shallow_tube,28.17,15.5,905.97,50.6694,17.88,5.1467,27.33,39.358,279.1,3.513,0.778,6.87,urban,dry,15.62
348,27.727852576636273,85.2187857382944,Kathmandu,shallow_tube,59.07,7.16,95.82,9.3643,10.23,0.6028,5.0,7.2,305.9,0.01,1.278,6.83,peri-urban,dry,23.03
349,27.695890995629956,85.29181942532018,Bhaktapur,shallow_tube,19.01,1.85,1234.87,61.6313,20.04,10.5498,5.0,7.2,482.6,4.711,1.148,7.11,urban,wet,6.6
350,27.680729338898697,85.36966502345673,Kathmandu,deep_tube,225.46,23.89,117.64,3.8411,30.63,1.0457,260.52,375.153,535.5,3.878,0.676,7.52,peri-urban,dry,22.01
351,27.68299955167415,85.28173552506368,Lalitpur,deep_tube,220.86,33.44,162.95,21.6195,7.54,0.8074,1412.1,2033.418,472.7,3.841,0.01,7.82,peri-urban,dry,40.23
352,27.728096658628445,85.26486229276702,Kathmandu,dug,6.0,0.21,551.5,26.5223,20.79,2.8883,1.29,1.858,309.6,3.809,0.665,6.84,urban,wet,33.06
353,27.765928761070587,85.37598416675863,Bhaktapur,shallow_tube,33.32,16.97,246.8,8.8599,27.86,1.5372,74.12,106.731,644.6,2.507,0.388,7.69,peri-urban,wet,18.97
354,27.78397418682611,85.21378914765044,Lalitpur,dug,7.37,0.2,101.73,2.7386,37.15,0.9495,8.04,11.578,827.9,10.706,0.767,6.8,urban,dry,21.12
355,27.63840325019359,85.40999955581098,Lalitpur,deep_tube,90.1,31.16,533.75,15.1801,35.16,1.8699,50.0,72.0,794.3,6.047,0.434,6.48,urban,dry,32.06
356,27.689681568203188,85.28013404170163,Lalitpur,deep_tube,215.97,22.9,138.19,4.9169,28.1,0.9956,348.43,501.741,713.2,1.887,1.277,6.38,agriculture,dry,29.63
357,27.796719459947756,85.3668377907626,Kathmandu,shallow_tube,31.71,11.62,176.86,7.1537,24.72,0.7254,70.1,100.944,234.4,4.831,0.208,7.61,urban,dry,13.32
358,27.743265068695205,85.36734635591748,Kathmandu,shallow_tube,41.64,0.5,301.53,17.2456,17.48,2.1536,80.03,115.24,505.5,9.979,1.23,8.52,urban,wet,9.01
359,27.74986307102849,85.44117261970712,Kathmandu,dug,6.1,6.49,289.58,7.3193,39.56,2.3102,1.62,2.339,207.5,2.865,0.026,7.29,peri-urban,wet,34.23
360,27.68288596249341,85.37238355222635,Kathmandu,shallow_tube,19.95,28.5,195.4,4.973,39.29,1.2308,5.0,7.2,269.7,5.944,0.603,7.4,urban,dry,47.76
361,27.62794411339579,85.22403146293304,Kathmandu,deep_tube,248.78,65.6,157.2,3.4057,46.16,0.5768,194.25,279.72,459.4,2.765,0.325,7.03,peri-urban,dry,37.17
362,27.719886108405525,85.24281835266656,Lalitpur,shallow_tube,25.69,10.2,118.61,7.3561,16.12,0.9474,72.08,103.793,325.4,2.693,0.119,7.1,agriculture,wet,4.3
363,27.742664345900256,85.36485581171249,Lalitpur,shallow_tube,27.65,11.15,309.55,19.1049,16.2,1.4225,93.6,134.779,283.9,0.01,1.095,6.13,agriculture,wet,7.97
364,27.784843686968532,85.20609774827753,Kathmandu,shallow_tube,34.55,0.5,137.02,20.4449,6.7,0.4089,78.98,113.736,523.5,4.128,0.463,6.23,urban,wet,11.07
365,27.676229376406948,85.30296307078612,Lalitpur,shallow_tube,50.67,0.5,91.41,6.4015,14.28,0.8238,43.72,62.955,193.5,4.08,1.22,6.34,peri-urban,dry,11.96
366,27.613448126810408,85.31617236711129,Lalitpur,shallow_tube,39.65,30.24,547.99,29.9303,18.31,3.2689,5.0,7.2,154.7,2.356,0.512,6.46,urban,dry,51.83
367,27.79462894228538,85.24842926269407,Kathmandu,shallow_tube,41.32,21.83,1245.99,36.5126,34.13,2.9382,47.47,68.355,269.2,3.912,0.949,6.75,urban,dry,8.76
368,27.63009909961452,85.3258925186009,Lalitpur,shallow_tube,57.99,3.56,282.45,6.3017,44.82,1.8687,21.01,30.253,236.6,4.016,0.483,7.72,peri-urban,wet,5.44
369,27.682582237917845,85.33437343841831,Kathmandu,dug,7.58,2.07,128.83,3.7721,34.15,0.9915,3.19,4.587,539.2,4.107,1.175,6.92,peri-urban,dry,27.15
370,27.701951413380176,85.34631521887746,Kathmandu,shallow_tube,60.85,0.5,111.73,9.8535,11.34,0.7821,60.64,87.318,435.3,8.634,0.667,7.68,urban,wet,7.22
371,27.630062124496796,85.20964789048453,Bhaktapur,shallow_tube,38.62,3.99,199.0,4.3949,45.28,1.9623,8.41,12.117,515.0,3.873,0.643,7.61,agriculture,dry,27.17
372,27.74183614075888,85.25008495527412,Kathmandu,shallow_tube,35.22,0.5,1123.14,27.6306,40.65,9.7814,5.0,7.2,601.1,3.756,0.573,7.64,urban,wet,23.14
373,27.62089606335079,85.38006698098685,Lalitpur,dug,6.25,12.86,648.76,17.9176,36.21,1.5036,4.44,6.4,827.8,3.036,0.23,7.12,peri-urban,dry,52.55
374,27.72354538481236,85.31408148095561,Bhaktapur,shallow_tube,46.04,18.34,84.13,1.9945,42.18,0.3215,105.68,152.181,427.6,1.177,0.895,7.14,urban,dry,16.56
375,27.654276279015917,85.41377735549936,Kathmandu,deep_tube,94.45,15.6,525.99,22.9756,22.89,2.4672,359.6,517.828,154.7,5.687,0.946,7.19,urban,wet,7.59
376,27.666673567623313,85.31228085348256,Kathmandu,shallow_tube,63.6,3.26,554.84,17.1094,32.43,3.7072,40.15,57.811,100.5,5.261,0.471,7.4,urban,wet,1.51
377,27.74593568272945,85.21301145968904,Bhaktapur,deep_tube,275.92,3.13,320.16,36.6448,8.74,1.1296,1120.23,1613.137,168.7,2.079,0.807,7.62,peri-urban,wet,6.09
378,27.699923682399753,85.27630363253222,Bhaktapur,shallow_tube,16.15,2.34,187.06,6.4857,28.84,0.8081,14.84,21.373,477.9,4.565,0.82,7.38,peri-urban,wet,11.66
379,27.674721131906814,85.3703651531293,Kathmandu,shallow_tube,40.67,21.24,162.65,4.7813,34.02,0.8119,69.66,100.307,348.6,7.373,0.01,6.92,urban,dry,20.38
380,27.742401592239634,85.2962396806594,Kathmandu,shallow_tube,30.57,0.5,262.14,7.3122,35.85,1.4391,70.69,101.799,296.4,1.703,0.575,6.71,peri-urban,dry,0.0
381,27.746102930805264,85.21008130993025,Kathmandu,dug,5.12,0.4,405.92,9.1624,44.3,2.0945,1.7,2.455,275.9,8.113,0.169,7.53,urban,wet,25.83
382,27.67545039714314,85.36601853029997,Kathmandu,dug,5.69,7.45,165.12,28.9045,5.71,1.0671,5.39,7.759,95.9,4.83,0.203,7.08,urban,dry,26.03
383,27.619523752107032,85.42444895159801,Kathmandu,shallow_tube,26.71,8.09,334.61,13.208,25.33,2.8026,15.89,22.885,448.6,7.397,0.899,7.44,urban,dry,13.68
384,27.735468369216303,85.20610672073516,Kathmandu,shallow_tube,23.43,24.26,237.83,14.5623,16.33,2.3422,100.74,145.07,537.2,3.473,0.345,6.59,urban,dry,30.51
385,27.72229897054384,85.37400785174728,Kathmandu,dug,6.29,4.85,1385.99,57.7253,24.01,7.1859,7.69,11.069,140.8,1.789,0.722,7.45,peri-urban,dry,18.03
386,27.738641908443775,85.21772904785965,Kathmandu,shallow_tube,45.58,12.76,627.69,17.015,36.89,2.3343,29.34,42.243,216.5,0.01,1.141,7.24,urban,wet,10.8
387,27.67914896596947,85.27466803934689,Bhaktapur,shallow_tube,39.76,24.12,540.5,21.7459,24.86,1.3621,44.41,63.948,430.3,1.838,1.099,7.54,agriculture,dry,32.47
388,27.76061512846755,85.30795127519649,Lalitpur,shallow_tube,39.67,23.53,477.43,15.9399,29.95,1.6416,70.13,100.988,391.8,5.215,0.46,7.28,peri-urban,dry,26.72
389,27.639462794115214,85.27931380411243,Kathmandu,shallow_tube,35.68,20.07,23.01,0.5847,39.36,0.1284,70.69,101.792,855.4,4.359,0.131,7.46,urban,dry,34.15
390,27.677626616200453,85.2426900708626,Kathmandu,shallow_tube,47.83,0.5,438.49,26.4032,16.61,2.6011,17.61,25.36,447.7,6.193,0.919,6.59,peri-urban,dry,19.67
391,27.771674675952212,85.43920891688578,Kathmandu,deep_tube,215.37,62.09,69.66,3.1521,22.1,0.3892,50.0,72.0,367.3,7.244,1.189,7.32,urban,dry,49.36
392,27.650728494868275,85.25701545422501,Kathmandu,dug,4.59,2.77,210.51,15.0809,13.96,1.4108,3.81,5.484,390.2,0.458,0.385,6.71,peri-urban,wet,37.12
393,27.635931857805982,85.37227727037171,Kathmandu,deep_tube,165.44,10.88,161.93,6.5112,24.87,1.5481,531.96,766.025,226.7,7.625,0.736,7.06,urban,wet,10.61
394,27.760708355365285,85.44890105045089,Kathmandu,shallow_tube,11.89,15.04,130.6,5.2319,24.96,0.44,65.43,94.219,609.8,9.732,1.127,7.67,urban,dry,21.84
395,27.61829659158593,85.32846895869456,Kathmandu,dug,5.37,9.36,362.68,18.8652,19.22,1.957,1.66,2.397,224.0,2.71,0.355,7.08,green,dry,36.86
396,27.637105195051547,85.36291994871961,Lalitpur,shallow_tube,23.05,2.86,616.11,14.3021,43.08,3.4617,5.0,7.2,343.2,7.448,0.675,7.74,urban,wet,31.75
397,27.78191108568744,85.20450800245631,Kathmandu,shallow_tube,10.55,19.42,738.5,16.5899,44.52,4.9382,91.36,131.565,570.6,2.5,0.01,6.95,peri-urban,dry,26.43
398,27.677624291353702,85.2239225290145,Bhaktapur,dug,3.91,19.23,357.53,11.2726,31.72,2.9233,3.86,5.552,502.4,3.218,0.769,8.67,agriculture,dry,37.76
399,27.783807655405734,85.42497738583867,Kathmandu,shallow_tube,16.48,1.72,205.05,25.1789,8.14,1.5217,30.51,43.928,216.2,9.595,0.314,6.23,urban,dry,0.0
400,27.774715061151948,85.39069976321895,Kathmandu,shallow_tube,52.3,11.11,2000.0,96.8539,20.65,12.3283,11.93,17.18,1186.0,1.952,0.813,6.09,peri-urban,wet,31.47
401,27.737492960809945,85.26246686631448,Lalitpur,deep_tube,199.45,10.23,215.33,4.5079,47.77,2.0815,403.72,581.361,179.4,2.087,0.515,7.54,peri-urban,wet,3.95
402,27.656692229852816,85.37168893007048,Lalitpur,dug,5.82,6.81,493.48,19.3022,25.57,3.3814,8.5,12.246,500.1,4.026,0.287,6.16,urban,dry,14.98
403,27.618227467817942,85.37965093517255,Kathmandu,dug,3.15,5.42,45.04,1.544,29.17,0.1634,1.0,1.44,164.5,10.042,0.56,6.77,urban,dry,34.42
404,27.650444626846124,85.4026826163076,Bhaktapur,dug,3.01,8.06,205.0,5.5486,36.95,1.2853,3.55,5.105,527.6,3.392,0.01,6.91,peri-urban,dry,33.47
405,27.644590001711553,85.24701464161977,Kathmandu,shallow_tube,76.62,8.64,2000.0,64.9286,30.8,18.8464,29.46,42.416,708.5,6.64,0.11,6.82,urban,wet,16.71
406,27.744716140088,85.40149253216774,Kathmandu,shallow_tube,54.24,11.76,377.99,8.4465,44.75,2.255,93.79,135.06,246.6,7.971,0.517,6.53,urban,wet,5.9
407,27.67119367816645,85.27102603730687,Kathmandu,shallow_tube,35.49,0.5,362.49,42.1542,8.6,0.9855,117.67,169.45,1010.9,6.41,0.598,6.58,urban,dry,16.55
408,27.650286030437496,85.24339303603786,Bhaktapur,deep_tube,106.79,4.39,298.18,8.4683,35.21,1.8443,600.24,864.351,571.9,3.208,0.487,6.15,urban,dry,17.16
409,27.789546560801263,85.23159253548675,Bhaktapur,dug,4.63,15.55,619.86,17.89,34.65,4.0487,3.51,5.059,53.7,2.386,0.41,7.42,peri-urban,dry,29.52
410,27.687456329648924,85.30088715520343,Kathmandu,shallow_tube,38.99,1.22,65.2,1.3134,49.64,0.4885,38.52,55.469,797.7,4.739,0.086,7.85,peri-urban,wet,3.13
411,27.741862858960697,85.34654558852209,Kathmandu,shallow_tube,30.43,5.63,564.57,16.4773,34.26,2.6151,5.0,7.2,267.8,7.71,0.398,8.53,urban,wet,26.18
412,27.784039397214855,85.21228963090536,Kathmandu,deep_tube,179.93,19.45,335.26,9.6969,34.57,1.848,232.1,334.228,392.8,0.401,0.613,8.16,peri-urban,dry,23.16
413,27.70114845967109,85.40427553325065,Bhaktapur,shallow_tube,63.4,0.5,242.86,22.0206,11.03,1.7904,5.0,7.2,163.9,1.863,1.461,7.49,urban,wet,22.21
414,27.744974170715977,85.37452923102089,Kathmandu,dug,7.54,2.62,299.05,26.4603,11.3,1.3687,2.75,3.955,434.8,6.194,0.536,7.5,green,wet,37.75
415,27.72535676341037,85.35950080880407,Lalitpur,shallow_tube,46.57,18.17,139.11,4.9445,28.13,1.201,131.95,190.006,150.8,7.215,0.442,7.36,urban,dry,4.53
416,27.718722108889285,85.24104624101409,Kathmandu,deep_tube,68.15,19.67,1268.73,37.3597,33.96,3.4307,314.92,453.489,671.7,3.821,0.414,7.1,urban,dry,23.59
417,27.77278716149199,85.39538078238327,Bhaktapur,dug,2.74,6.81,275.94,13.6173,20.26,1.2642,7.9,11.381,508.2,1.326,0.897,5.81,peri-urban,wet,33.12
418,27.60232897990062,85.33920303578519,Lalitpur,shallow_tube,47.29,31.68,128.84,7.4154,17.37,0.3398,114.22,164.484,114.8,5.643,1.15,7.57,urban,dry,27.47
419,27.72748907574358,85.33835692519676,Kathmandu,shallow_tube,48.38,3.28,485.54,34.2717,14.17,2.2932,5.0,7.2,351.5,8.311,0.995,6.47,urban,wet,31.07
420,27.66023180395709,85.34455744654238,Kathmandu,shallow_tube,26.84,0.5,661.83,14.9669,44.22,3.8915,57.01,82.094,125.5,8.217,0.732,7.86,urban,dry,0.0
421,27.672779881299068,85.40831857625719,Kathmandu,shallow_tube,27.39,21.13,67.8,10.6762,6.35,0.3511,73.2,105.412,422.5,3.014,1.131,7.56,urban,dry,7.69
422,27.790118793186224,85.41478258993781,Kathmandu,dug,6.82,8.94,428.3,26.1111,16.4,2.587,5.93,8.538,532.1,3.133,0.764,7.54,urban,dry,36.85
423,27.744522344966892,85.2511260846732,Kathmandu,shallow_tube,57.52,6.53,118.68,2.4173,49.1,0.4518,5.0,7.2,1319.2,8.17,0.566,7.01,urban,dry,48.32
424,27.617249834260793,85.4341414029145,Kathmandu,shallow_tube,30.42,13.33,156.32,13.579,11.51,1.3271,79.19,114.035,228.8,5.761,1.312,6.21,green,wet,6.77
425,27.695131006184983,85.35070188306669,Bhaktapur,deep_tube,275.26,10.51,273.11,11.5184,23.71,1.8595,448.88,646.384,415.9,4.189,1.297,7.34,urban,wet,19.54
426,27.732194764129936,85.28072526714448,Kathmandu,shallow_tube,20.64,9.91,323.93,13.7861,23.5,1.5682,5.0,7.2,147.7,2.935,1.879,6.56,urban,wet,28.26
427,27.625227157259154,85.4331614293353,Lalitpur,shallow_tube,52.13,5.26,954.82,19.8094,48.2,8.1768,39.72,57.194,472.5,5.709,0.322,6.77,urban,wet,4.52
428,27.64637192277657,85.39948579731333,Kathmandu,dug,2.17,1.36,763.18,20.384,37.44,5.974,6.31,9.087,508.9,10.551,1.404,6.91,urban,dry,35.64
429,27.786569244272062,85.21902118169137,Kathmandu,shallow_tube,45.8,15.34,282.56,14.2534,19.82,1.7787,84.92,122.281,1715.0,5.969,0.538,7.11,urban,wet,45.84
430,27.62451663130144,85.43198355030925,Kathmandu,shallow_tube,38.78,19.69,289.62,14.4352,20.06,2.1906,93.01,133.933,749.8,4.943,0.974,6.89,urban,dry,16.54
431,27.60846689850366,85.35838382340404,Kathmandu,shallow_tube,29.27,27.45,175.36,16.1819,10.84,0.9873,129.17,186.007,418.0,0.425,0.229,6.97,peri-urban,dry,17.46
432,27.66195306282858,85.33047111548187,Lalitpur,shallow_tube,26.08,26.38,310.02,36.0885,8.59,1.6567,53.51,77.052,444.4,6.572,0.914,7.02,urban,dry,31.96
433,27.644300210170773,85.3280058472772,Kathmandu,shallow_tube,49.29,9.14,393.49,8.2919,47.45,1.097,48.54,69.893,141.0,4.511,0.653,6.99,peri-urban,wet,1.88
434,27.746355219007537,85.24118350222193,Kathmandu,shallow_tube,59.87,3.17,336.16,8.1542,41.23,1.6671,102.45,147.523,671.8,5.993,0.992,6.89,urban,dry,3.31
435,27.761934851617614,85.37391941580384,Lalitpur,shallow_tube,28.21,30.51,316.14,16.6589,18.98,1.7981,68.82,99.1,1306.2,2.562,0.992,7.62,peri-urban,dry,38.66
436,27.64033104225338,85.219560524645,Lalitpur,deep_tube,162.81,15.98,321.82,13.4843,23.87,1.1431,415.42,598.208,133.0,6.549,0.87,6.88,urban,wet,12.98
437,27.61001290541866,85.41840845565868,Kathmandu,dug,4.46,11.47,64.08,2.9239,21.92,0.4024,4.17,6.008,143.8,5.752,0.242,6.75,urban,wet,12.76
438,27.60451393931469,85.37173185419358,Kathmandu,shallow_tube,27.02,10.33,73.89,5.2975,13.95,0.4483,68.45,98.569,229.7,1.877,0.212,7.28,peri-urban,dry,3.28
439,27.65288085958593,85.33190611420967,Kathmandu,deep_tube,282.51,48.0,194.07,7.9351,24.46,1.6747,239.69,345.155,532.0,0.467,0.197,7.72,peri-urban,dry,31.88
440,27.645965208358508,85.20022645881153,Lalitpur,dug,5.5,6.12,291.47,5.988,48.68,2.2526,1.46,2.098,200.4,2.027,0.773,6.99,urban,dry,35.11
441,27.676038999595036,85.41781796273753,Lalitpur,shallow_tube,38.57,18.45,670.49,31.6176,21.21,3.8354,78.19,112.6,493.0,2.279,0.542,7.61,urban,wet,8.36
442,27.760864065219437,85.4248125767454,Lalitpur,dug,6.05,0.2,191.24,5.6053,34.12,1.0928,1.0,1.44,359.1,5.075,0.022,7.58,green,dry,30.45
443,27.675593671128258,85.3159189514433,Kathmandu,shallow_tube,27.99,8.01,316.96,8.7028,36.42,2.2156,44.63,64.274,176.4,0.01,0.9,7.69,peri-urban,dry,0.0
444,27.78782173966205,85.36793621011937,Kathmandu,shallow_tube,55.24,16.03,134.31,3.3702,39.85,0.3049,5.0,7.2,499.9,3.691,0.01,7.18,urban,dry,36.89
445,27.7908895389706,85.22891880591203,Bhaktapur,shallow_tube,60.85,15.92,124.1,3.4122,36.37,0.8308,63.68,91.705,1263.7,9.132,0.01,7.86,urban,wet,28.69
446,27.680431276368793,85.2255986156983,Kathmandu,dug,2.93,0.2,133.99,4.5203,29.64,0.4229,3.46,4.984,536.3,7.582,0.38,6.88,urban,wet,34.83
447,27.65258484952643,85.29387465550518,Kathmandu,shallow_tube,31.57,0.5,472.99,67.8049,6.98,3.4195,75.75,109.081,560.4,8.327,0.318,7.4,urban,dry,7.36
448,27.74446223366474,85.24761424925751,Kathmandu,dug,8.89,5.99,65.34,1.4767,44.25,0.1556,1.75,2.513,321.6,2.458,0.314,6.75,peri-urban,dry,28.93
449,27.787270511564998,85.2046311441865,Kathmandu,dug,6.47,0.2,127.07,3.6048,35.25,1.0495,12.32,17.736,660.1,3.567,0.411,8.56,urban,dry,17.79
450,27.7889894841643,85.24889266177539,Lalitpur,deep_tube,53.62,33.17,125.42,3.1183,40.22,0.7077,94.22,135.671,1010.4,9.868,0.01,7.21,urban,dry,31.76
451,27.665783955642144,85.32707792356918,Kathmandu,shallow_tube,43.28,25.48,115.66,5.2006,22.24,1.0045,47.46,68.349,534.4,5.173,1.071,7.58,urban,dry,21.39
452,27.70639766365416,85.4022586375601,Lalitpur,dug,7.79,10.8,162.34,5.4166,29.97,0.5689,3.74,5.379,582.3,3.361,0.01,6.81,urban,dry,35.05
453,27.743692035664633,85.39252225781352,Kathmandu,shallow_tube,30.38,9.26,489.07,36.5596,13.38,1.4698,66.39,95.598,279.6,6.881,0.972,7.72,urban,wet,0.0
454,27.601868990697252,85.20824423592065,Bhaktapur,shallow_tube,53.38,0.83,490.53,50.0963,9.79,2.9112,20.81,29.973,610.1,8.676,0.116,7.08,urban,wet,10.65
455,27.726811011202198,85.39022286824031,Bhaktapur,dug,4.57,17.43,216.11,8.338,25.92,1.3615,1.0,1.44,885.3,6.042,0.688,7.09,urban,dry,52.85
456,27.642231607486387,85.32553291022988,Kathmandu,shallow_tube,34.83,21.9,478.98,10.2657,46.66,3.4308,78.38,112.862,367.7,1.48,0.535,7.52,peri-urban,dry,29.14
457,27.757934722758552,85.38470126251967,Lalitpur,deep_tube,89.9,16.87,156.24,3.2503,48.07,1.1834,65.38,94.146,1606.9,8.582,0.055,6.69,urban,wet,38.8
