aquifer_id,lat,lon,well_type,land_use,well_depth_m,water_table_depth_m,tds_mg_per_L,nitrate_mg_per_L,pH,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day
AQ_0222,27.61446329505159,85.43877880182293,shallow_tube,green,11.6,10.6,400.3,6.521,7.11,267.06,32.2513
AQ_0223,27.680574656526527,85.27382262351199,deep_tube,peri‑urban,111.54,8.42,714.9,4.419,7.07,50.32,3.3167
AQ_0224,27.72809520843517,85.4447452787937,shallow_tube,peri‑urban,15.21,14.21,219.9,10.448,6.0,289.61,9.2339
AQ_0225,27.72495677255788,85.21794395155663,deep_tube,peri‑urban,94.73,20.48,721.9,6.678,7.32,747.87,26.3263
AQ_0226,27.628575192267885,85.39383653760079,deep_tube,peri‑urban,148.72,2.62,246.0,3.772,6.94,282.41,7.2994
AQ_0227,27.663517359052225,85.20003367325113,shallow_tube,urban,30.61,15.11,780.6,2.215,7.61,124.93,6.4959
AQ_0228,27.620378477613205,85.29005847970011,shallow_tube,peri‑urban,50.93,11.58,821.1,7.468,7.63,223.98,10.1906
AQ_0229,27.792815683298024,85.22232238113139,shallow_tube,peri‑urban,39.02,28.87,1199.4,4.535,7.68,672.07,13.8651
AQ_0230,27.75220755805016,85.43769317693284,shallow_tube,urban,24.17,22.41,461.2,7.367,7.13,174.39,3.6289
AQ_0231,27.700080229142042,85.30818228400493,dug,urban,3.68,2.68,149.6,4.85,7.82,193.52,4.4729
AQ_0232,27.64239881093973,85.36433837054254,shallow_tube,urban,55.59,14.47,639.6,4.823,6.83,178.95,5.2135
AQ_0233,27.747719491626466,85.27890683594084,shallow_tube,urban,22.16,21.16,212.9,11.366,6.76,80.76,10.6061
AQ_0234,27.622302442464257,85.32896547567809,shallow_tube,peri‑urban,51.11,11.41,340.9,4.481,7.59,36.36,1.1442
AQ_0235,27.60198476422557,85.31602378986338,shallow_tube,urban,40.34,18.83,175.0,12.213,7.26,862.23,17.625
AQ_0236,27.62511004295253,85.2042369162224,shallow_tube,peri‑urban,50.09,19.14,312.2,3.367,7.69,138.06,4.877
AQ_0237,27.66961911863366,85.29293482372658,shallow_tube,urban,42.47,15.36,451.6,9.634,6.06,118.21,6.3445
AQ_0238,27.613138971790875,85.25705884087343,shallow_tube,green,38.45,3.5,353.7,10.274,7.47,260.54,31.0086
AQ_0239,27.673136149652276,85.25634531700169,shallow_tube,peri‑urban,34.37,12.78,981.0,9.565,7.36,186.01,5.533
AQ_0240,27.6776331412254,85.36853257388402,deep_tube,peri‑urban,109.46,6.2,339.6,6.399,7.69,235.26,6.3848
AQ_0241,27.61244064523294,85.23682576106974,shallow_tube,urban,23.66,13.91,410.7,7.963,8.21,251.36,29.8151
AQ_0242,27.65494076300958,85.401741372721,shallow_tube,peri‑urban,72.81,1.74,269.6,5.58,6.49,201.97,27.8621
AQ_0243,27.768729932810366,85.44529813229103,deep_tube,green,172.39,17.6,413.7,5.996,6.99,68.55,2.1618
AQ_0244,27.614616312405403,85.35558581615432,shallow_tube,peri‑urban,46.39,15.13,255.3,8.848,6.72,485.97,14.366
AQ_0245,27.733320095809326,85.24067493595214,shallow_tube,peri‑urban,62.26,17.49,321.3,5.043,7.51,211.77,13.8495
AQ_0246,27.72687273777434,85.25551896767334,shallow_tube,urban,53.23,11.84,287.8,7.941,7.19,169.39,4.8662
AQ_0247,27.62370052471963,85.2722212347273,shallow_tube,urban,51.16,13.73,253.9,10.926,7.32,281.97,5.8999
AQ_0248,27.715424517207666,85.28928028982513,shallow_tube,peri‑urban,29.73,20.53,100.7,10.961,6.84,154.98,3.3458
AQ_0249,27.62036073658991,85.32648947693373,shallow_tube,urban,33.89,19.8,430.8,8.936,7.47,2000.0,51.0922
AQ_0250,27.65649921319457,85.28826259790007,shallow_tube,urban,37.16,21.45,365.8,12.021,7.4,86.58,6.4726
AQ_0251,27.66631293981344,85.41375755040498,shallow_tube,urban,8.0,7.0,543.0,11.342,7.54,649.02,54.9006
AQ_0252,27.775176616703412,85.334773638184,shallow_tube,peri‑urban,31.41,3.33,648.5,0.1,6.66,104.88,6.8241
AQ_0253,27.600294764417264,85.382336198522,dug,peri‑urban,11.65,10.65,335.4,9.916,7.8,114.04,2.7311
AQ_0254,27.636322793551322,85.29273525203945,dug,urban,12.38,2.96,263.1,11.955,7.44,158.53,5.0698
AQ_0255,27.79044435713952,85.21060557455172,dug,urban,9.95,4.48,835.3,6.313,8.2,2000.0,92.5171
AQ_0256,27.786584972513936,85.40687657996831,shallow_tube,urban,56.23,21.97,708.2,8.25,7.53,350.28,20.2085
AQ_0257,27.761414180773343,85.24881015073913,shallow_tube,urban,20.51,6.44,839.0,15.358,6.0,235.46,19.0867
AQ_0258,27.75724113045221,85.3836109830189,shallow_tube,agriculture,35.59,14.5,138.2,7.453,7.3,718.51,14.8095
AQ_0259,27.610333744331594,85.32619889957614,shallow_tube,urban,50.48,17.95,564.5,6.185,6.7,199.85,4.5484
AQ_0260,27.631454641635944,85.27744696480228,dug,peri‑urban,10.08,9.08,840.0,8.103,7.76,1175.24,27.6674
AQ_0261,27.781217412096254,85.20303919286935,deep_tube,urban,131.54,16.0,115.4,6.226,6.69,84.72,2.5705
AQ_0262,27.666809993133754,85.38317476264757,shallow_tube,peri‑urban,29.72,13.94,244.4,9.96,6.64,671.9,89.0364
AQ_0263,27.674784209402564,85.43611214567358,shallow_tube,peri‑urban,60.81,23.03,174.5,8.655,6.99,307.87,17.5893
AQ_0264,27.655263821693172,85.30800473189863,deep_tube,urban,83.58,15.54,1154.0,3.16,6.88,975.23,47.3562
AQ_0265,27.679522475710574,85.26606906578967,dug,urban,7.75,4.85,209.8,10.115,6.84,287.99,34.2791
AQ_0266,27.790284644169112,85.27432269757684,dug,peri‑urban,8.59,7.59,1141.9,10.08,7.61,99.77,2.7112
AQ_0267,27.722001483415898,85.27822684855342,shallow_tube,urban,49.83,4.24,344.1,12.274,6.77,970.46,170.4726
AQ_0268,27.716585211360854,85.26327538479491,shallow_tube,peri‑urban,48.58,14.56,878.8,4.94,6.77,223.35,5.7746
AQ_0269,27.782909732769713,85.3085052431772,dug,peri‑urban,6.69,3.75,1361.3,12.333,7.6,114.76,12.5938
AQ_0270,27.63985406729336,85.41936751166362,shallow_tube,urban,28.24,10.17,210.6,2.817,8.05,196.53,6.084
AQ_0271,27.734574333719618,85.22028729463406,deep_tube,green,174.98,18.3,421.8,7.228,7.44,92.88,2.4169
AQ_0272,27.747583478670805,85.33036225604172,dug,urban,7.44,6.44,445.5,11.335,7.61,201.49,5.7584
AQ_0273,27.757477405350468,85.31358635576692,shallow_tube,peri‑urban,19.92,18.92,261.7,12.371,7.47,289.7,36.7631
AQ_0274,27.764948647469403,85.27309577760305,deep_tube,urban,130.64,14.68,407.2,0.1,7.19,143.98,3.0818
AQ_0275,27.621078643621562,85.39111018201888,shallow_tube,urban,66.24,7.87,245.2,4.678,7.47,108.89,2.4374
AQ_0276,27.762825137118234,85.37128357746862,shallow_tube,peri‑urban,35.03,10.71,187.1,5.099,6.13,382.88,18.3018
AQ_0277,27.765711119581216,85.39732321207993,dug,peri‑urban,9.65,8.65,366.4,7.756,7.55,251.81,5.6671
AQ_0278,27.62051359251672,85.29818268581786,deep_tube,peri‑urban,158.76,35.9,517.3,4.059,7.66,367.83,8.4278
AQ_0279,27.749671170733148,85.30980265031243,dug,green,4.69,3.69,200.3,10.074,6.99,197.43,15.8735
AQ_0280,27.600398427043814,85.37968490446339,shallow_tube,urban,41.68,27.21,328.6,8.046,7.09,195.33,6.8862
AQ_0281,27.72155053661913,85.26133807854156,shallow_tube,urban,37.81,10.85,238.8,7.704,7.71,1329.04,56.0544
AQ_0282,27.68578886668603,85.33522625095952,shallow_tube,urban,56.29,22.39,400.1,3.168,7.36,523.68,18.0811
AQ_0283,27.623078928435785,85.35140947233086,deep_tube,agriculture,133.21,9.47,541.8,2.582,6.96,89.47,1.9748
AQ_0284,27.640863276679795,85.32695126598969,dug,green,7.1,6.1,2500.0,4.806,6.65,488.85,89.7125
AQ_0285,27.744688732470983,85.3339141498369,shallow_tube,agriculture,45.58,17.72,385.4,10.339,7.08,784.92,59.2176
AQ_0286,27.770994803912295,85.42063996919309,shallow_tube,urban,28.0,14.56,951.1,8.137,7.06,530.6,18.0605
AQ_0287,27.793613162410153,85.21664118197856,shallow_tube,green,30.9,16.48,926.6,5.692,6.66,144.1,6.9366
AQ_0288,27.674506654751912,85.217178419431,shallow_tube,agriculture,30.93,0.5,749.5,12.368,7.1,1352.31,258.1184
AQ_0289,27.760898928486366,85.39320239332258,shallow_tube,urban,28.99,15.57,550.9,13.277,7.58,411.87,14.5485
AQ_0290,27.628064903638705,85.36778936834493,shallow_tube,peri‑urban,61.05,19.89,293.3,8.014,7.38,297.63,7.6039
AQ_0291,27.719431061198062,85.36353318425697,shallow_tube,agriculture,42.86,21.59,194.2,8.563,6.71,527.45,37.4037
AQ_0292,27.662765361644883,85.26037515699821,deep_tube,urban,131.47,5.16,404.4,8.646,7.31,170.37,7.6655
AQ_0293,27.764366189317073,85.36487769216019,deep_tube,urban,117.11,20.98,186.3,7.671,7.29,389.19,19.8534
AQ_0294,27.653902372458457,85.24773164626791,shallow_tube,peri‑urban,24.8,19.91,137.5,10.163,7.48,412.39,10.5098
AQ_0295,27.637544481138452,85.22209623674613,shallow_tube,urban,25.76,24.76,289.9,6.099,7.37,71.49,10.5854
AQ_0296,27.73336947826113,85.28075683643853,deep_tube,urban,183.54,12.95,288.0,6.934,6.85,276.37,29.8095
AQ_0297,27.79977852240666,85.28165981235648,shallow_tube,peri‑urban,51.35,19.29,196.3,4.38,7.81,155.0,5.0855
AQ_0298,27.662555597842072,85.36358550137318,shallow_tube,agriculture,49.33,24.3,524.4,11.09,7.68,325.68,10.368
AQ_0299,27.716190075977636,85.44766978926644,shallow_tube,urban,34.73,25.94,225.6,10.741,7.55,283.95,6.0658
AQ_0300,27.6683810556211,85.33191936655543,dug,green,9.88,8.88,264.2,7.644,7.79,638.01,29.2794
AQ_0301,27.788338397331607,85.2418392580592,dug,peri‑urban,13.89,12.89,812.0,10.401,7.4,110.37,3.4526
AQ_0302,27.63587120205785,85.37628478639265,shallow_tube,peri‑urban,69.81,11.28,316.4,6.123,7.46,724.99,19.8715
AQ_0303,27.76763099499773,85.40070273370613,shallow_tube,peri‑urban,40.65,18.91,68.1,4.879,6.37,384.71,8.2807
AQ_0304,27.71663816085542,85.34821004512703,shallow_tube,peri‑urban,33.01,13.94,379.8,4.068,7.67,308.12,6.8882
AQ_0305,27.731809082026448,85.25280795786824,dug,urban,9.89,8.89,748.6,8.242,7.33,481.9,9.8745
AQ_0306,27.693001903505287,85.41184698264284,shallow_tube,urban,37.26,11.61,508.6,10.615,7.1,137.58,16.7849
AQ_0307,27.642158620310006,85.25734144425942,shallow_tube,urban,14.05,13.05,121.5,7.603,6.6,108.62,7.0244
AQ_0308,27.62593579564485,85.26411576525419,shallow_tube,urban,60.54,7.03,306.7,12.033,6.24,221.71,7.3043
AQ_0309,27.760760978096695,85.23428712203818,shallow_tube,urban,42.76,33.85,511.0,3.356,6.78,245.12,9.5446
AQ_0310,27.661292693608566,85.40559530279634,shallow_tube,urban,38.25,10.55,1351.1,6.908,7.76,431.3,9.8473
AQ_0311,27.662775099344497,85.33450567634098,shallow_tube,urban,35.82,20.92,386.5,4.493,6.0,77.19,1.807
AQ_0312,27.67228075581344,85.41494866870292,dug,urban,2.89,1.89,1194.5,5.79,8.15,918.03,33.9594
AQ_0313,27.728949049715364,85.25745668144941,shallow_tube,peri‑urban,8.55,7.55,214.2,9.061,6.91,127.95,8.6209
AQ_0314,27.636567555973766,85.40642773789017,dug,urban,9.14,8.14,419.4,8.923,6.93,650.39,72.9482
AQ_0315,27.711356982185638,85.41128021287402,shallow_tube,peri‑urban,32.03,18.39,184.9,8.135,7.02,384.75,22.8391
AQ_0316,27.60013067815226,85.41766725853138,deep_tube,peri‑urban,176.74,23.6,256.0,6.375,6.16,156.61,16.9861
AQ_0317,27.697226097042986,85.43018491258566,shallow_tube,urban,30.16,9.87,381.0,13.804,7.18,94.66,3.8876
AQ_0318,27.71938213810933,85.44988942581261,dug,urban,6.42,5.42,305.5,7.324,7.27,45.47,1.3913
AQ_0319,27.782121143442886,85.32746350238762,dug,urban,6.05,5.05,416.1,9.85,6.42,196.42,27.1576
AQ_0320,27.744919657369525,85.22789824998931,shallow_tube,urban,17.24,16.24,298.9,5.617,7.91,152.86,14.3569
AQ_0321,27.754554283933018,85.25923333122667,deep_tube,peri‑urban,184.28,27.94,353.7,7.006,7.25,704.97,17.6747
AQ_0322,27.646885120002302,85.28627093637832,shallow_tube,urban,47.58,16.37,650.7,4.006,7.63,173.65,3.6464
AQ_0323,27.7769710235392,85.38476674398484,deep_tube,urban,101.87,8.13,800.6,11.229,6.9,208.06,8.3471
AQ_0324,27.65220970524697,85.28584667554442,deep_tube,peri‑urban,126.58,6.92,185.8,5.895,7.17,368.47,13.3658
AQ_0325,27.649331723161083,85.31774006310869,shallow_tube,urban,58.09,20.44,554.5,14.085,7.48,437.32,58.2922
AQ_0326,27.601375592443933,85.25311181929887,dug,urban,5.15,4.15,768.2,13.314,7.77,103.17,5.9904
AQ_0327,27.638121966614893,85.24615811433685,deep_tube,urban,108.19,1.81,469.6,11.578,6.24,236.64,7.4361
AQ_0328,27.68676878457105,85.24110138226972,deep_tube,urban,156.14,7.94,329.4,10.81,7.47,293.33,6.9934
AQ_0329,27.713321051781094,85.36425762455853,dug,peri‑urban,7.35,6.35,554.6,7.041,6.63,1721.24,166.4338
AQ_0330,27.796113645412145,85.25367397186584,dug,urban,8.45,7.45,538.0,12.621,6.33,398.32,8.4347
AQ_0331,27.76374804589681,85.44589180162842,shallow_tube,urban,11.38,8.98,299.4,14.866,7.44,72.5,3.4257
AQ_0332,27.764710445322365,85.4051740401917,deep_tube,urban,41.78,12.7,896.9,3.444,6.66,150.22,17.0496
AQ_0333,27.69333862417688,85.32053302472997,shallow_tube,peri‑urban,33.23,18.86,926.7,7.729,6.8,41.78,2.2404
AQ_0334,27.786510975683864,85.2296609414354,shallow_tube,urban,42.86,18.14,279.9,7.481,6.63,194.71,5.6376
AQ_0335,27.794230181473658,85.34054720276613,shallow_tube,urban,34.86,16.19,203.9,7.444,7.29,369.22,43.6629
AQ_0336,27.67093324099702,85.33766584486021,shallow_tube,agriculture,57.39,12.65,538.8,10.459,6.97,198.43,9.4623
AQ_0337,27.682634503441545,85.36895573127602,deep_tube,urban,122.22,16.43,172.4,3.813,7.36,191.55,27.8172
AQ_0338,27.683836575180425,85.24205091394163,shallow_tube,peri‑urban,42.3,22.13,404.0,3.928,7.31,435.13,13.0505
AQ_0339,27.680642126636766,85.38809947057595,shallow_tube,green,69.85,17.46,1248.8,7.614,7.32,204.92,6.9908
AQ_0340,27.768933181818046,85.30782542658525,shallow_tube,urban,50.98,13.51,632.5,6.0,6.22,280.43,9.1088
AQ_0341,27.665042239255243,85.20981735356041,shallow_tube,urban,62.61,10.15,999.3,5.491,7.14,397.56,9.8777
AQ_0342,27.653185690126424,85.44758307594842,dug,urban,8.22,7.22,981.5,13.558,7.42,99.48,6.623
AQ_0343,27.661443283404257,85.33661463543203,dug,urban,4.51,3.51,324.0,9.648,7.1,136.57,14.3589
AQ_0344,27.60331849612652,85.36542967066099,shallow_tube,urban,23.01,17.41,307.9,7.82,7.13,451.77,62.0739
AQ_0345,27.607878366738564,85.34348746651726,shallow_tube,peri‑urban,34.62,14.43,352.0,9.03,7.16,242.6,7.7074
AQ_0346,27.679536882886612,85.44345010333929,shallow_tube,urban,13.99,12.99,195.9,12.324,7.62,45.59,6.2659
AQ_0347,27.685224247590448,85.40809088491525,shallow_tube,green,31.14,19.59,624.2,8.006,7.14,122.02,6.0447
AQ_0348,27.77413769109149,85.22088122867001,shallow_tube,peri‑urban,50.16,9.57,396.9,5.238,6.68,67.79,2.35
AQ_0349,27.632273471677678,85.3429989695709,shallow_tube,green,49.13,20.0,354.6,5.832,6.62,61.56,1.7299
AQ_0350,27.61133608643317,85.20866817605652,shallow_tube,peri‑urban,63.52,8.98,577.7,2.886,6.7,136.94,5.8249
AQ_0351,27.64810631703603,85.36809596082293,shallow_tube,green,47.75,21.81,307.5,9.329,6.81,724.82,20.5872
AQ_0352,27.654128788396353,85.22030740870167,deep_tube,urban,180.26,22.81,835.8,5.671,7.06,58.01,1.7648
AQ_0353,27.6822380951739,85.30687161352257,dug,urban,10.14,1.82,308.2,14.43,7.31,695.45,17.3522
AQ_0354,27.603240079467895,85.40459510619489,shallow_tube,peri‑urban,49.95,9.93,603.0,4.326,7.65,358.68,18.305
AQ_0355,27.735296749904123,85.34856045682716,shallow_tube,urban,64.35,21.42,120.0,11.863,6.83,445.25,12.3148
AQ_0356,27.646666564529866,85.35633254248862,shallow_tube,peri‑urban,27.88,19.97,847.7,6.201,6.78,679.36,25.6037
AQ_0357,27.785771909969114,85.28299287618397,deep_tube,peri‑urban,134.16,14.84,351.3,4.035,7.24,201.0,8.3099
AQ_0358,27.709629040545604,85.24366179647409,shallow_tube,urban,55.11,6.22,455.2,13.135,6.37,583.15,12.6013
AQ_0359,27.681318107471895,85.23582036467566,dug,urban,5.01,4.01,1514.1,14.197,7.79,632.72,13.3017
AQ_0360,27.65916481949931,85.20027802354905,shallow_tube,urban,26.78,10.01,918.0,12.276,7.78,92.29,3.0718
AQ_0361,27.66854618508558,85.23364406677602,dug,green,8.69,7.69,344.0,6.026,7.01,311.95,62.3725
AQ_0362,27.742427409176123,85.28914904399656,deep_tube,peri‑urban,208.51,15.94,422.9,6.662,6.77,256.08,8.6224
AQ_0363,27.67599581579308,85.3517838202209,deep_tube,green,80.55,10.83,328.1,3.143,7.18,311.45,10.7642
AQ_0364,27.774723705747444,85.44889222512268,shallow_tube,urban,59.15,17.37,171.8,3.788,7.8,623.25,32.4849
AQ_0365,27.626641984827327,85.35809906411637,dug,peri‑urban,8.65,7.65,864.4,11.951,7.2,594.75,15.7086
AQ_0366,27.723834547073167,85.24665998494942,shallow_tube,peri‑urban,71.29,7.9,310.6,6.877,8.48,149.56,5.0937
AQ_0367,27.61720643140659,85.21425672850091,deep_tube,urban,159.81,8.67,135.3,8.963,8.19,246.14,15.0505
AQ_0368,27.66155418105863,85.35340947574736,shallow_tube,peri‑urban,63.85,19.02,1065.5,3.305,7.5,119.73,3.9857
AQ_0369,27.67172431639072,85.42783479751967,shallow_tube,urban,24.6,23.6,203.6,13.667,6.07,97.39,2.0693
AQ_0370,27.65017581997814,85.23011183499915,shallow_tube,urban,46.42,15.54,264.0,6.2,6.57,254.43,7.3503
AQ_0371,27.79954987780204,85.31293486899537,shallow_tube,agriculture,22.7,3.19,113.9,4.232,8.2,134.02,17.2599
AQ_0372,27.762744668744446,85.43512598821985,shallow_tube,peri‑urban,46.01,15.92,378.9,4.423,6.3,823.67,40.7477
AQ_0373,27.625364804510085,85.29793561264057,shallow_tube,green,47.59,9.9,1820.8,12.931,6.28,521.77,12.6841
AQ_0374,27.708055778637487,85.2198200711578,deep_tube,peri‑urban,193.08,15.97,132.6,2.592,7.16,235.32,9.6146
AQ_0375,27.719135964832308,85.22015385129241,shallow_tube,urban,58.04,17.22,387.4,5.657,7.45,394.36,22.5761
AQ_0376,27.788176033911842,85.23108646035772,shallow_tube,green,48.39,9.31,372.6,6.103,7.54,276.55,7.8452
AQ_0377,27.696255590243847,85.40241875906648,shallow_tube,peri‑urban,31.15,20.91,353.9,5.01,6.92,222.26,6.9508
AQ_0378,27.780480655222135,85.29580384148682,deep_tube,peri‑urban,135.33,4.85,502.5,8.625,7.77,159.81,5.334
AQ_0379,27.765186461710005,85.35786469814576,shallow_tube,urban,47.0,24.42,576.5,7.412,6.53,374.55,11.2971
AQ_0380,27.71432152989659,85.24620959948676,dug,urban,8.44,7.44,441.5,14.232,7.14,131.3,10.6303
AQ_0381,27.636891810211978,85.25057348728956,shallow_tube,peri‑urban,31.93,14.05,488.7,0.1,7.74,185.01,16.0326
AQ_0382,27.701139348756275,85.21551035423914,shallow_tube,urban,41.9,9.86,813.1,13.119,8.25,402.86,57.1319
AQ_0383,27.789194177969122,85.4105413441626,shallow_tube,green,33.18,13.47,375.2,5.374,6.38,275.1,13.0279
AQ_0384,27.797901066676864,85.37107856223133,shallow_tube,peri‑urban,54.67,0.5,896.9,11.213,6.0,193.0,31.7429
AQ_0385,27.667074321243494,85.24427056384933,dug,green,12.59,11.59,209.4,1.392,7.51,574.56,19.4032
AQ_0386,27.695017974573354,85.43060857091403,shallow_tube,urban,37.25,12.5,914.1,8.081,7.45,189.2,4.4647
AQ_0387,27.644931479528356,85.2998331450498,dug,peri‑urban,8.97,7.97,567.7,5.07,6.92,898.55,28.9611
AQ_0388,27.766522354665227,85.40104139124597,shallow_tube,urban,28.07,17.97,979.6,0.363,7.28,251.25,22.6658
AQ_0389,27.735091209067285,85.2990002415964,deep_tube,green,120.91,6.78,348.2,11.204,6.28,107.81,3.3989
AQ_0390,27.71511868572802,85.24036445851607,shallow_tube,urban,78.55,5.49,150.4,9.853,7.8,151.74,4.9956
AQ_0391,27.65223248650217,85.37373827983576,deep_tube,urban,218.82,17.19,647.0,9.4,6.64,242.94,14.495
AQ_0392,27.68381989458342,85.3498248217516,shallow_tube,peri‑urban,12.29,11.29,399.5,5.744,7.52,275.87,21.471
AQ_0393,27.69432989815012,85.22285549795428,shallow_tube,agriculture,52.79,29.84,600.1,1.95,7.31,590.47,13.0983
AQ_0394,27.719389044682636,85.40254027248993,deep_tube,urban,227.94,11.93,442.5,7.48,6.91,132.88,9.533
AQ_0395,27.649371405519148,85.27660386233777,shallow_tube,urban,71.87,24.32,1534.1,1.739,6.46,269.55,15.1879
AQ_0396,27.6800625672346,85.4029665310026,deep_tube,peri‑urban,203.42,19.23,2006.2,0.562,7.83,625.54,13.3297
AQ_0397,27.799389883482334,85.38003936523273,deep_tube,agriculture,182.47,12.45,329.6,6.353,6.96,186.57,4.2733
AQ_0398,27.700011651838217,85.36872330076355,shallow_tube,peri‑urban,51.73,9.46,231.7,10.299,7.48,290.47,15.5727
AQ_0399,27.756378182599377,85.3914646609712,shallow_tube,green,25.21,13.01,923.2,10.559,7.21,77.69,4.0785
AQ_0400,27.68549330563334,85.36130464396116,shallow_tube,agriculture,27.49,20.35,135.8,4.095,7.25,265.62,12.2629
AQ_0401,27.750255784874753,85.4242488223411,shallow_tube,urban,34.91,17.59,366.8,8.07,7.19,139.56,14.0893
AQ_0402,27.649707964185488,85.27923565544182,shallow_tube,green,43.88,16.49,691.9,7.993,6.92,350.73,9.7252
AQ_0403,27.789004812916115,85.3706351196918,shallow_tube,urban,40.11,0.5,447.6,13.798,7.39,320.98,28.7136
AQ_0404,27.790477350479744,85.28220565446216,shallow_tube,urban,58.05,20.43,708.6,4.38,7.71,502.36,14.1519
AQ_0405,27.65046294722703,85.4182607867538,shallow_tube,peri‑urban,36.94,27.65,312.9,8.991,7.29,668.36,49.4578
AQ_0406,27.74407679971729,85.32777840962238,shallow_tube,urban,27.1,26.1,521.5,9.68,7.81,582.52,27.3043
AQ_0407,27.775855911231403,85.38134290005871,dug,peri‑urban,7.34,6.34,420.9,8.719,6.74,127.99,2.7006
AQ_0408,27.659654490846826,85.39387632417976,shallow_tube,urban,24.66,12.88,406.7,9.086,6.48,87.25,4.2595
AQ_0409,27.704108767460973,85.31016622085608,shallow_tube,urban,40.23,22.33,180.4,9.987,7.11,229.61,6.5902
AQ_0410,27.719073274031377,85.30378641349819,shallow_tube,peri‑urban,60.99,12.33,571.7,6.789,6.6,39.19,2.3684
AQ_0411,27.750422866539395,85.32821868557632,deep_tube,urban,194.83,3.29,399.2,9.667,6.97,220.08,15.5082
AQ_0412,27.68373902866554,85.25490873214865,shallow_tube,agriculture,47.18,19.76,444.1,8.779,6.7,216.21,7.706
AQ_0413,27.669766381491726,85.2937062310875,deep_tube,urban,222.78,20.65,371.3,3.639,6.91,599.47,23.9902
AQ_0414,27.735117354713488,85.32722351751747,dug,peri‑urban,8.83,7.83,501.2,8.74,7.32,68.1,1.3717
AQ_0415,27.771506121550384,85.22434172344781,shallow_tube,agriculture,25.37,24.12,637.0,5.028,6.67,132.9,8.5683
AQ_0416,27.613637323953093,85.24678106760263,deep_tube,urban,61.45,18.3,111.0,1.315,6.16,233.37,23.7981
AQ_0417,27.79068057587642,85.21505673622508,shallow_tube,urban,24.16,7.59,210.0,8.051,6.75,322.84,39.4959
AQ_0418,27.781885900737176,85.24753219157968,shallow_tube,urban,42.72,24.12,602.9,4.607,7.98,264.11,5.6115
AQ_0419,27.7818404272413,85.40490621738691,shallow_tube,urban,37.53,16.48,199.6,3.838,7.67,41.88,3.4344
AQ_0420,27.7382493327572,85.24189163482613,shallow_tube,green,40.52,1.22,632.7,10.66,7.28,96.06,10.7507
AQ_0421,27.67547263535933,85.30337913257249,shallow_tube,peri‑urban,34.26,14.13,302.8,6.187,7.4,161.09,16.2872
AQ_0422,27.796251515478257,85.29540412477729,shallow_tube,agriculture,29.95,23.2,175.6,7.193,7.34,498.16,12.0409
AQ_0423,27.613807387382277,85.28369726047268,deep_tube,agriculture,201.8,5.04,202.8,3.807,7.82,338.75,15.2623
AQ_0424,27.6264537430197,85.24917204932821,shallow_tube,urban,28.28,7.83,915.8,15.315,6.96,383.13,14.6755
AQ_0425,27.760187744308286,85.24503966193316,shallow_tube,peri‑urban,59.44,7.25,309.7,7.595,6.9,82.66,9.5821
AQ_0426,27.62943265021899,85.27449430887397,deep_tube,urban,149.65,13.49,308.3,2.815,7.36,938.57,20.9494
AQ_0427,27.710798651100628,85.33363980478909,dug,peri‑urban,6.59,5.59,336.7,8.648,6.83,648.71,13.5591
AQ_0428,27.747585553799762,85.34935731064336,deep_tube,green,137.98,3.31,673.3,2.502,7.13,469.23,23.0058
AQ_0429,27.792310146427514,85.31121310820689,shallow_tube,urban,8.0,7.0,442.1,15.419,6.8,54.33,1.2582
AQ_0430,27.672651070335164,85.39848378336296,dug,peri‑urban,8.48,7.48,692.8,11.09,6.92,225.3,9.7596
AQ_0431,27.73475124595682,85.3125875964452,deep_tube,urban,112.9,24.04,180.7,6.464,7.35,914.56,64.4833
AQ_0432,27.658382234699562,85.38715217714547,shallow_tube,green,17.51,14.36,376.3,9.02,7.23,534.37,14.5099
AQ_0433,27.65043457549911,85.31168161717567,dug,peri‑urban,7.21,6.21,783.4,9.141,7.44,140.47,4.388
AQ_0434,27.746250117869476,85.39243665571428,shallow_tube,urban,40.9,17.72,959.2,1.344,7.7,161.06,5.0522
AQ_0435,27.67872710405549,85.31835891484376,dug,peri‑urban,6.76,5.76,582.8,7.194,6.6,204.42,5.5554
AQ_0436,27.70706955361233,85.35883083667709,shallow_tube,peri‑urban,31.29,10.72,374.8,7.08,7.41,505.57,20.5577
AQ_0437,27.790624022878827,85.37981130014396,dug,urban,8.15,7.15,261.3,10.266,8.21,702.03,56.2457
AQ_0438,27.675947480964332,85.35429855677924,deep_tube,peri‑urban,153.85,15.87,163.9,6.139,7.76,835.39,26.0156
AQ_0439,27.69795717359765,85.33216415099731,shallow_tube,green,43.64,0.5,589.1,4.284,7.14,129.11,3.729
AQ_0440,27.68754336498671,85.26918853298783,dug,urban,2.07,1.07,94.2,8.955,6.16,193.49,4.1679
AQ_0441,27.602400605454537,85.33820371892959,shallow_tube,urban,38.41,26.93,2132.4,7.314,6.0,151.04,18.0449
AQ_0442,27.621232070709496,85.40936812990469,dug,agriculture,5.85,4.85,1205.0,5.396,6.71,293.07,44.1318
AQ_0443,27.610548790432446,85.40854102705211,deep_tube,peri‑urban,208.88,13.51,277.8,0.258,7.17,160.74,5.1865
