household_id,lat,lon,aquifer_id,uses_piped_water,uses_groundwater_well,uses_tanker,household_size,season,per_capita_lpcd,water_insecurity_index
HH_00331,27.631306,85.291659,AQ_0254,True,False,False,2,wet,58.44,20.09
HH_00332,27.793604,85.428687,AQ_0142,True,False,False,1,dry,78.79,86.44
HH_00333,27.63339,85.230289,AQ_0218,True,False,False,1,wet,72.9,24.32
HH_00334,27.68977,85.349753,AQ_0392,True,False,True,1,dry,48.61,21.41
HH_00335,27.614347,85.25669,AQ_0238,False,True,False,5,dry,91.66,31.37
HH_00336,27.655038,85.427397,AQ_0174,True,False,False,2,dry,45.42,26.55
HH_00337,27.726778,85.217977,AQ_0482,True,False,False,5,dry,73.12,10.46
HH_00338,27.660673,85.29821,AQ_0132,True,False,True,3,wet,63.75,15.54
HH_00339,27.63593,85.344518,AQ_0349,True,False,False,2,dry,72.07,18.85
HH_00340,27.616583,85.355,AQ_0244,False,True,False,1,dry,82.66,26.29
HH_00341,27.668045,85.413981,AQ_0251,True,True,False,3,dry,47.99,32.0
HH_00342,27.638221,85.392191,AQ_0494,True,False,False,7,dry,66.89,22.81
HH_00343,27.653118,85.391808,AQ_0408,True,False,False,5,dry,60.58,23.54
HH_00344,27.693097,85.435799,AQ_0386,True,True,False,1,dry,53.17,43.03
HH_00345,27.786346,85.251718,AQ_0418,True,False,True,7,dry,54.36,27.8
HH_00346,27.701997,85.315146,AQ_0409,False,False,False,5,wet,34.06,33.77
HH_00347,27.780152,85.432501,AQ_0154,True,False,False,5,wet,76.59,19.87
HH_00348,27.779247,85.401677,AQ_0419,False,True,False,8,dry,28.69,32.84
HH_00349,27.600731,85.280015,AQ_0102,False,False,False,3,dry,16.33,48.56
HH_00350,27.639914,85.209446,AQ_0006,False,True,False,1,wet,71.57,40.64
HH_00351,27.728674,85.265628,AQ_0313,True,False,False,5,dry,79.53,15.82
HH_00352,27.696613,85.304018,AQ_0231,True,False,False,1,dry,78.47,9.86
HH_00353,27.795571,85.250141,AQ_0330,False,True,False,7,wet,66.05,40.62
HH_00354,27.634551,85.294841,AQ_0254,True,False,False,3,wet,60.92,20.09
HH_00355,27.782167,85.353837,AQ_0184,True,False,False,3,dry,84.25,17.58
HH_00356,27.609693,85.252569,AQ_0075,True,False,False,7,wet,77.24,19.82
HH_00357,27.713178,85.353888,AQ_0069,True,True,True,4,dry,70.17,15.64
HH_00358,27.729831,85.374518,AQ_0204,False,False,True,3,wet,70.35,36.81
HH_00359,27.727628,85.280141,AQ_0493,True,False,False,4,wet,76.91,15.13
HH_00360,27.625751,85.436906,AQ_0473,True,True,True,3,wet,62.78,14.06
HH_00361,27.695034,85.279315,AQ_0500,False,False,True,6,dry,71.78,27.77
HH_00362,27.662007,85.402992,AQ_0310,True,True,False,1,wet,111.75,59.57
HH_00363,27.77343,85.368252,AQ_0184,True,False,True,7,wet,81.72,17.58
HH_00364,27.752659,85.234126,AQ_0152,True,False,True,2,dry,61.43,21.22
HH_00365,27.645734,85.420624,AQ_0405,True,True,False,4,dry,24.86,34.8
HH_00366,27.601419,85.40485,AQ_0354,True,False,False,2,wet,54.19,27.58
HH_00367,27.671965,85.335191,AQ_0336,False,True,False,4,wet,103.68,38.92
HH_00368,27.791196,85.332835,AQ_0462,False,True,False,6,dry,90.65,20.62
HH_00369,27.679944,85.438426,AQ_0346,True,False,True,7,wet,52.52,17.7
HH_00370,27.625293,85.410639,AQ_0066,True,True,False,6,dry,89.41,20.44
HH_00371,27.672436,85.365117,AQ_0240,False,True,False,3,dry,46.6,29.74
HH_00372,27.720337,85.215171,AQ_0375,True,False,False,8,wet,77.26,20.02
HH_00373,27.682668,85.336654,AQ_0282,False,False,True,7,dry,100.46,27.54
HH_00374,27.765585,85.392811,AQ_0277,True,False,False,4,dry,64.68,20.86
HH_00375,27.607763,85.248532,AQ_0416,False,False,False,8,wet,51.03,14.49
HH_00376,27.766991,85.410634,AQ_0076,False,False,False,3,dry,36.84,28.75
HH_00377,27.660642,85.307362,AQ_0264,True,True,False,5,dry,50.05,48.69
HH_00378,27.606214,85.436726,AQ_0002,False,False,False,4,dry,34.59,33.91
HH_00379,27.648143,85.259987,AQ_0307,True,False,False,1,dry,104.39,10.94
HH_00380,27.782315,85.286405,AQ_0357,True,False,False,3,dry,87.46,17.28
HH_00381,27.724301,85.2097,AQ_0031,True,True,False,6,dry,79.95,11.31
HH_00382,27.753354,85.287661,AQ_0077,False,True,False,3,dry,64.48,22.33
HH_00383,27.675362,85.333389,AQ_0336,False,False,False,5,dry,26.98,52.73
HH_00384,27.761181,85.269918,AQ_0027,True,True,False,4,dry,57.94,30.5
HH_00385,27.638304,85.326066,AQ_0284,True,True,False,4,dry,65.1,100.0
HH_00386,27.615707,85.289101,AQ_0228,True,True,False,6,dry,81.75,38.82
HH_00387,27.74953,85.337673,AQ_0100,True,False,False,2,wet,89.23,28.94
HH_00388,27.698668,85.210017,AQ_0210,False,True,False,7,dry,95.42,24.52
HH_00389,27.796864,85.29587,AQ_0422,True,True,False,7,wet,88.81,12.78
HH_00390,27.656858,85.346445,AQ_0082,True,True,False,6,dry,55.46,22.39
HH_00391,27.717354,85.311432,AQ_0454,True,False,False,5,dry,62.82,19.58
HH_00392,27.689727,85.334423,AQ_0282,True,True,False,7,dry,85.13,18.54
HH_00393,27.732725,85.395993,AQ_0476,True,True,False,4,dry,101.53,14.16
HH_00394,27.630122,85.433162,AQ_0473,False,True,False,4,wet,56.37,23.06
HH_00395,27.676612,85.38238,AQ_0339,False,True,False,2,wet,101.1,65.04
HH_00396,27.705451,85.432468,AQ_0317,True,True,False,2,wet,79.28,26.28
HH_00397,27.696759,85.322612,AQ_0333,True,True,True,7,wet,84.2,43.25
HH_00398,27.649393,85.424903,AQ_0174,False,False,False,8,wet,36.04,41.18
HH_00399,27.782165,85.435828,AQ_0154,True,True,False,4,dry,108.33,19.87
HH_00400,27.755703,85.232754,AQ_0152,True,False,True,1,wet,84.61,21.22
HH_00401,27.720191,85.208574,AQ_0031,True,True,False,7,dry,50.09,11.31
HH_00402,27.636585,85.291262,AQ_0254,False,False,False,2,wet,39.87,35.17
HH_00403,27.686487,85.355793,AQ_0214,True,False,False,1,wet,80.14,46.57
HH_00404,27.636525,85.343494,AQ_0349,False,True,False,3,dry,57.55,27.85
HH_00405,27.727481,85.339177,AQ_0446,True,True,True,5,wet,63.21,27.51
HH_00406,27.753021,85.308192,AQ_0450,True,True,False,8,dry,93.91,21.41
HH_00407,27.696837,85.362026,AQ_0198,True,True,True,8,dry,44.64,30.6
HH_00408,27.617159,85.222734,AQ_0088,True,True,False,2,wet,98.96,17.65
HH_00409,27.784645,85.37232,AQ_0124,False,True,False,8,wet,73.2,34.06
HH_00410,27.718497,85.408893,AQ_0394,True,False,True,7,wet,62.31,23.68
HH_00411,27.608732,85.259158,AQ_0238,True,True,False,5,dry,46.02,24.76
HH_00412,27.613398,85.207048,AQ_0147,False,False,True,2,dry,84.36,18.0
HH_00413,27.648949,85.420371,AQ_0405,True,False,False,4,dry,101.16,19.71
HH_00414,27.783657,85.30201,AQ_0116,False,False,False,8,dry,27.65,78.15
HH_00415,27.638255,85.329279,AQ_0284,True,True,False,1,dry,75.31,100.0
HH_00416,27.71438,85.426866,AQ_0468,True,False,True,3,dry,64.54,28.2
HH_00417,27.624496,85.333509,AQ_0234,False,True,False,7,dry,67.86,26.22
HH_00418,27.696399,85.217615,AQ_0107,False,False,False,5,wet,54.55,27.47
HH_00419,27.655629,85.281127,AQ_0324,False,False,True,7,wet,78.3,21.15
HH_00420,27.692174,85.367826,AQ_0198,True,False,False,1,wet,83.48,27.38
HH_00421,27.632437,85.321611,AQ_0109,True,True,False,2,dry,83.02,19.08
HH_00422,27.725252,85.367263,AQ_0291,True,True,False,6,wet,87.96,14.62
HH_00423,27.625257,85.436444,AQ_0473,True,False,False,8,dry,78.33,14.06
HH_00424,27.652963,85.433398,AQ_0078,True,False,False,7,dry,63.54,29.01
HH_00425,27.743992,85.388453,AQ_0173,True,False,False,1,wet,74.07,26.35
HH_00426,27.723563,85.392493,AQ_0495,False,False,True,5,wet,50.76,34.02
HH_00427,27.620792,85.440591,AQ_0473,True,False,False,2,dry,66.25,14.06
HH_00428,27.764552,85.329581,AQ_0017,True,False,False,6,wet,90.86,26.42
HH_00429,27.692361,85.278609,AQ_0500,False,False,True,8,dry,100.78,27.77
HH_00430,27.682187,85.357305,AQ_0030,False,False,False,6,dry,43.6,62.71
HH_00431,27.739863,85.37778,AQ_0484,True,True,False,7,dry,41.73,21.04
HH_00432,27.648353,85.320754,AQ_0325,False,False,False,3,dry,32.01,53.24
HH_00433,27.777366,85.294587,AQ_0035,False,True,True,1,wet,72.18,78.37
HH_00434,27.695211,85.447922,AQ_0014,True,True,True,6,wet,84.84,19.54
HH_00435,27.754088,85.252632,AQ_0321,True,False,True,1,dry,43.43,23.69
HH_00436,27.681912,85.395021,AQ_0010,True,False,True,8,wet,80.17,35.16
HH_00437,27.754245,85.257025,AQ_0321,True,False,False,2,wet,83.27,19.75
HH_00438,27.675985,85.325484,AQ_0052,True,True,False,4,dry,85.42,54.15
HH_00439,27.721014,85.339973,AQ_0446,True,False,False,7,dry,95.11,27.51
HH_00440,27.635282,85.403183,AQ_0314,False,False,False,8,dry,4.5,60.21
HH_00441,27.708352,85.23277,AQ_0481,True,False,True,5,wet,77.02,12.37
HH_00442,27.627103,85.3296,AQ_0234,False,False,False,7,wet,47.63,27.64
HH_00443,27.622522,85.433497,AQ_0473,True,True,False,7,dry,61.62,14.06
HH_00444,27.681327,85.295791,AQ_0034,True,False,False,6,wet,65.24,53.41
HH_00445,27.758933,85.314079,AQ_0273,True,True,True,5,wet,69.29,20.36
HH_00446,27.701823,85.236863,AQ_0179,False,True,False,5,dry,58.37,65.75
HH_00447,27.722331,85.341437,AQ_0159,True,False,False,7,wet,85.71,15.02
HH_00448,27.782451,85.436519,AQ_0154,True,False,False,5,wet,82.8,19.87
HH_00449,27.648943,85.232891,AQ_0188,False,False,False,4,wet,49.44,47.55
HH_00450,27.794411,85.414831,AQ_0383,False,True,False,8,wet,73.7,28.31
HH_00451,27.622004,85.436857,AQ_0473,True,False,False,3,wet,76.75,14.06
HH_00452,27.688479,85.211517,AQ_0129,True,True,False,3,wet,79.49,48.2
HH_00453,27.708776,85.284639,AQ_0444,True,True,False,5,wet,127.04,19.57
HH_00454,27.77376,85.365475,AQ_0184,False,True,False,5,wet,68.96,26.58
HH_00455,27.68681,85.404857,AQ_0127,False,False,False,2,wet,12.95,42.16
HH_00456,27.609412,85.367137,AQ_0344,False,False,False,7,wet,44.01,31.17
HH_00457,27.772554,85.240726,AQ_0195,True,False,True,4,wet,87.24,23.59
HH_00458,27.782868,85.266321,AQ_0496,True,False,False,8,dry,77.76,31.9
HH_00459,27.780791,85.280166,AQ_0357,True,False,False,8,wet,67.45,17.28
HH_00460,27.608776,85.380093,AQ_0280,True,True,False,1,wet,81.46,19.58
HH_00461,27.688896,85.264073,AQ_0440,True,False,True,3,wet,91.35,10.93
HH_00462,27.60008,85.401473,AQ_0464,False,False,True,7,wet,59.33,24.45
HH_00463,27.61585,85.247872,AQ_0416,True,False,False,1,dry,66.24,5.49
HH_00464,27.670999,85.280178,AQ_0008,False,False,False,4,dry,4.5,58.4
HH_00465,27.792783,85.360395,AQ_0453,True,False,False,6,wet,78.88,37.75
HH_00466,27.775002,85.275364,AQ_0274,True,True,False,3,dry,65.11,16.37
HH_00467,27.618911,85.389596,AQ_0275,False,True,False,6,wet,105.87,22.55
HH_00468,27.610715,85.235125,AQ_0199,False,False,False,8,wet,69.25,33.1
HH_00469,27.72451,85.251956,AQ_0246,False,True,False,7,dry,127.62,26.86
HH_00470,27.656701,85.437106,AQ_0078,True,False,True,1,dry,77.04,29.01
HH_00471,27.768493,85.380593,AQ_0485,True,False,False,7,wet,55.1,9.35
HH_00472,27.795653,85.23963,AQ_0301,False,False,False,1,dry,35.64,58.42
HH_00473,27.697494,85.29103,AQ_0063,True,True,False,7,wet,61.95,28.76
HH_00474,27.686063,85.268676,AQ_0440,True,False,False,3,dry,78.11,10.93
HH_00475,27.77755,85.210146,AQ_0261,True,False,False,2,wet,99.33,9.6
HH_00476,27.606243,85.441716,AQ_0002,True,False,False,2,dry,59.83,15.67
HH_00477,27.705319,85.27582,AQ_0444,True,False,False,4,wet,68.27,19.57
HH_00478,27.79787,85.209823,AQ_0255,False,False,False,7,wet,37.21,55.14
HH_00479,27.730981,85.310684,AQ_0431,True,False,False,8,wet,48.84,13.1
HH_00480,27.740573,85.217003,AQ_0101,True,True,True,2,wet,136.67,15.74
HH_00481,27.638758,85.253641,AQ_0381,True,True,False,2,wet,64.3,19.63
HH_00482,27.714698,85.253811,AQ_0215,True,False,False,5,wet,92.03,20.27
HH_00483,27.772325,85.435546,AQ_0074,True,False,False,5,wet,36.31,23.87
HH_00484,27.646812,85.212445,AQ_0128,False,True,False,2,dry,76.92,28.29
HH_00485,27.6537,85.363559,AQ_0190,True,True,False,6,wet,93.57,10.45
HH_00486,27.679255,85.373466,AQ_0240,False,False,False,2,wet,40.77,33.24
HH_00487,27.697865,85.328144,AQ_0439,False,True,False,8,wet,73.41,35.99
HH_00488,27.694157,85.376661,AQ_0398,False,False,False,7,dry,13.07,48.67
HH_00489,27.788128,85.28233,AQ_0404,True,False,True,3,dry,71.91,31.85
HH_00490,27.708892,85.24211,AQ_0358,True,False,False,8,dry,61.31,28.72
HH_00491,27.752093,85.446232,AQ_0230,True,False,False,3,wet,87.58,24.34
HH_00492,27.690769,85.335153,AQ_0282,False,True,False,1,dry,84.52,27.54
HH_00493,27.76992,85.320034,AQ_0457,True,True,False,4,wet,77.51,15.48
HH_00494,27.715826,85.247269,AQ_0380,True,False,False,7,dry,29.91,41.1
HH_00495,27.780182,85.368547,AQ_0196,True,False,False,3,dry,57.94,6.86
HH_00496,27.720835,85.23024,AQ_0201,True,False,False,8,wet,85.2,29.16
HH_00497,27.61574,85.331828,AQ_0139,False,True,False,4,wet,111.16,37.3
HH_00498,27.617844,85.307746,AQ_0141,False,True,False,7,wet,45.89,54.99
HH_00499,27.634957,85.446775,AQ_0114,False,True,False,8,dry,105.02,35.42
HH_00500,27.665084,85.223685,AQ_0145,False,False,True,8,dry,82.77,27.8
HH_00501,27.795174,85.271565,AQ_0266,True,False,False,1,dry,105.5,53.74
HH_00502,27.604939,85.402565,AQ_0354,False,False,False,4,wet,25.81,51.1
HH_00503,27.707316,85.269554,AQ_0067,False,True,True,4,wet,86.27,33.03
HH_00504,27.64998,85.2164,AQ_0121,True,False,False,6,wet,93.32,31.79
HH_00505,27.738123,85.343102,AQ_0023,True,False,False,6,wet,45.64,46.03
HH_00506,27.643363,85.367403,AQ_0125,False,False,False,6,dry,19.76,53.3
HH_00507,27.794134,85.243929,AQ_0301,True,True,True,7,dry,45.78,43.33
HH_00508,27.689338,85.263537,AQ_0119,True,True,True,7,dry,105.59,20.3
HH_00509,27.765027,85.321314,AQ_0187,True,False,False,2,wet,42.62,22.79
HH_00510,27.636362,85.221478,AQ_0295,True,False,False,2,wet,88.31,16.48
HH_00511,27.742824,85.249059,AQ_0420,True,False,False,8,dry,55.68,33.84
HH_00512,27.683155,85.317294,AQ_0435,True,True,False,8,dry,100.3,29.07
HH_00513,27.673542,85.225155,AQ_0288,True,True,False,2,wet,101.65,39.87
HH_00514,27.733157,85.271556,AQ_0493,True,False,False,7,wet,54.83,15.13
HH_00515,27.692021,85.248362,AQ_0179,False,False,False,5,wet,37.62,73.17
HH_00516,27.645507,85.2699,AQ_0395,False,False,False,3,dry,38.94,78.39
HH_00517,27.625482,85.359816,AQ_0365,True,False,False,5,wet,52.8,44.14
HH_00518,27.74159,85.339356,AQ_0023,False,False,False,4,dry,52.58,52.41
HH_00519,27.651204,85.362707,AQ_0190,True,True,False,3,dry,73.73,10.45
HH_00520,27.68743,85.266968,AQ_0440,True,False,False,2,wet,59.69,10.93
HH_00521,27.720801,85.417833,AQ_0048,True,False,False,7,wet,52.18,19.04
HH_00522,27.651419,85.319864,AQ_0325,False,False,True,2,dry,63.32,42.45
HH_00523,27.673456,85.428454,AQ_0369,True,True,True,5,dry,46.97,20.9
HH_00524,27.676707,85.409155,AQ_0151,False,False,True,1,wet,51.06,28.25
HH_00525,27.730158,85.353542,AQ_0355,True,False,False,8,dry,90.4,14.29
HH_00526,27.607673,85.417699,AQ_0316,True,False,False,4,wet,69.33,15.34
HH_00527,27.70255,85.299563,AQ_0231,True,False,False,5,dry,109.65,9.86
HH_00528,27.602553,85.417888,AQ_0316,False,True,False,6,dry,71.36,24.34
HH_00529,27.689348,85.285742,AQ_0500,True,True,False,8,dry,68.69,18.77
HH_00530,27.699265,85.300912,AQ_0231,False,False,False,4,dry,21.18,36.16
HH_00531,27.735732,85.305224,AQ_0389,True,True,False,3,dry,73.82,22.89
HH_00532,27.761496,85.227339,AQ_0309,False,True,True,5,wet,89.39,32.12
HH_00533,27.679458,85.284212,AQ_0034,True,False,False,6,wet,101.77,53.41
HH_00534,27.615668,85.218144,AQ_0367,False,True,True,6,dry,75.77,21.58
HH_00535,27.770064,85.253213,AQ_0181,False,False,False,5,wet,47.59,31.65
HH_00536,27.766579,85.231272,AQ_0451,False,False,True,6,dry,107.84,36.24
HH_00537,27.625957,85.339205,AQ_0349,False,False,False,3,wet,38.26,34.89
HH_00538,27.665388,85.351672,AQ_0368,True,False,False,4,wet,92.15,45.26
HH_00539,27.78609,85.409232,AQ_0256,True,True,False,8,dry,76.57,34.93
HH_00540,27.764115,85.271311,AQ_0274,True,True,False,4,dry,55.85,16.37
HH_00541,27.647842,85.396744,AQ_0084,True,True,False,2,wet,76.84,26.4
HH_00542,27.701162,85.340087,AQ_0053,True,False,True,6,wet,69.28,10.76
HH_00543,27.745723,85.288711,AQ_0362,True,True,False,6,dry,96.43,22.25
HH_00544,27.709523,85.360121,AQ_0079,False,True,False,1,dry,104.25,20.82
HH_00545,27.65189,85.221162,AQ_0352,True,False,False,7,dry,66.74,37.97
HH_00546,27.70004,85.410111,AQ_0306,True,False,False,7,dry,64.73,28.84
HH_00547,27.740259,85.39726,AQ_0476,False,True,False,6,dry,52.22,23.16
HH_00548,27.678736,85.247968,AQ_0158,True,True,False,2,dry,41.09,39.48
HH_00549,27.612243,85.347729,AQ_0455,False,False,False,7,wet,50.55,65.51
HH_00550,27.740787,85.436418,AQ_0447,True,True,True,1,dry,62.5,51.23
HH_00551,27.681785,85.365492,AQ_0337,False,False,False,2,wet,73.13,18.95
HH_00552,27.68992,85.247158,AQ_0328,False,True,False,5,dry,61.3,30.82
HH_00553,27.701579,85.332146,AQ_0053,True,False,False,1,wet,92.06,10.76
HH_00554,27.732758,85.228347,AQ_0189,True,True,False,5,dry,86.31,16.74
HH_00555,27.744123,85.325076,AQ_0406,True,False,False,6,dry,70.04,28.6
HH_00556,27.70846,85.237025,AQ_0481,True,False,True,1,wet,72.43,12.37
HH_00557,27.749263,85.202089,AQ_0470,True,False,False,6,dry,77.27,7.59
HH_00558,27.742878,85.429161,AQ_0447,True,False,False,3,dry,50.37,51.23
HH_00559,27.741099,85.367945,AQ_0208,True,False,True,3,dry,73.7,15.81
HH_00560,27.735026,85.304362,AQ_0389,False,False,False,8,dry,22.01,48.69
HH_00561,27.746136,85.330466,AQ_0272,True,True,True,8,wet,89.97,26.89
HH_00562,27.778952,85.229389,AQ_0334,True,False,False,5,dry,85.57,17.18
HH_00563,27.798045,85.252352,AQ_0330,False,True,False,5,dry,88.9,40.62
HH_00564,27.635336,85.345057,AQ_0349,True,True,False,7,dry,49.98,18.86
HH_00565,27.780807,85.280045,AQ_0357,True,True,False,7,wet,59.49,17.28
HH_00566,27.724959,85.284113,AQ_0083,False,True,False,8,wet,91.19,30.34
HH_00567,27.642242,85.278296,AQ_0054,True,False,False,2,dry,46.16,26.11
HH_00568,27.689682,85.280134,AQ_0500,True,True,False,3,dry,61.57,18.77
HH_00569,27.748884,85.442805,AQ_0230,True,False,True,2,dry,91.79,24.34
HH_00570,27.713173,85.239309,AQ_0390,False,False,False,7,dry,33.45,32.83
HH_00571,27.738125,85.328359,AQ_0414,False,False,False,8,dry,46.67,38.04
HH_00572,27.688087,85.425294,AQ_0386,True,True,False,5,dry,77.5,43.03
HH_00573,27.750134,85.322151,AQ_0009,True,False,False,1,dry,42.56,26.01
HH_00574,27.796719,85.366838,AQ_0140,False,False,False,3,dry,49.07,25.44
HH_00575,27.608769,85.281655,AQ_0070,True,True,False,3,wet,68.94,35.42
HH_00576,27.604777,85.312506,AQ_0235,False,True,False,4,dry,74.77,25.77
HH_00577,27.666538,85.309575,AQ_0421,True,True,False,6,wet,65.52,17.06
HH_00578,27.737829,85.328643,AQ_0414,True,False,True,6,dry,62.78,27.04
HH_00579,27.640031,85.279897,AQ_0054,False,False,False,5,dry,26.35,47.0
HH_00580,27.629491,85.218311,AQ_0088,True,True,False,2,wet,83.07,17.65
HH_00581,27.762463,85.388102,AQ_0289,True,False,False,6,wet,96.55,32.66
HH_00582,27.733877,85.319248,AQ_0431,True,False,False,3,wet,99.38,12.4
HH_00583,27.728456,85.20959,AQ_0487,True,True,False,4,dry,95.32,20.97
HH_00584,27.700072,85.289378,AQ_0063,True,True,False,2,dry,82.2,28.76
HH_00585,27.655485,85.360701,AQ_0190,True,True,True,8,wet,95.01,10.45
HH_00586,27.668467,85.392443,AQ_0466,True,True,False,1,dry,79.02,11.36
HH_00587,27.712271,85.420709,AQ_0468,True,False,True,1,dry,103.79,28.2
HH_00588,27.715575,85.387329,AQ_0495,True,True,True,7,dry,122.15,25.02
HH_00589,27.792938,85.218391,AQ_0287,False,False,False,2,dry,67.33,50.62
HH_00590,27.696485,85.223414,AQ_0393,True,False,False,3,dry,82.86,25.56
HH_00591,27.753618,85.386806,AQ_0258,False,False,False,3,wet,23.12,36.62
HH_00592,27.767568,85.218089,AQ_0153,True,False,False,2,dry,52.32,41.58
HH_00593,27.776221,85.264165,AQ_0181,True,True,True,7,dry,83.93,21.2
HH_00594,27.735625,85.303607,AQ_0389,True,True,False,1,dry,74.54,22.89
HH_00595,27.737907,85.285995,AQ_0362,True,False,False,1,wet,94.78,22.25
HH_00596,27.671058,85.21229,AQ_0288,True,True,True,7,dry,95.05,39.87
HH_00597,27.606211,85.338545,AQ_0441,False,False,False,6,dry,39.04,100.0
HH_00598,27.768157,85.208357,AQ_0007,True,True,False,2,wet,111.58,37.47
HH_00599,27.67335,85.259268,AQ_0239,True,False,False,1,dry,58.22,46.89
HH_00600,27.790826,85.255814,AQ_0330,True,True,True,4,wet,78.11,31.62
HH_00601,27.784462,85.306473,AQ_0022,True,True,False,5,wet,80.67,37.71
HH_00602,27.786167,85.201337,AQ_0261,False,False,False,5,wet,44.54,21.87
HH_00603,27.749648,85.425763,AQ_0401,False,False,False,8,dry,45.49,32.83
HH_00604,27.708477,85.331864,AQ_0427,True,False,False,5,wet,77.55,20.39
HH_00605,27.628225,85.200197,AQ_0236,False,True,True,2,dry,84.71,24.18
HH_00606,27.64173,85.366318,AQ_0232,True,False,True,4,wet,84.56,29.44
HH_00607,27.61574,85.350939,AQ_0244,False,False,False,1,dry,42.88,30.56
HH_00608,27.660246,85.315848,AQ_0479,True,False,False,3,wet,65.47,25.21
HH_00609,27.719886,85.242818,AQ_0004,False,False,True,4,wet,62.62,27.95
HH_00610,27.732474,85.239571,AQ_0245,True,True,False,7,wet,101.28,16.89
HH_00611,27.737624,85.232047,AQ_0219,False,False,False,3,wet,16.98,46.04
HH_00612,27.749675,85.265509,AQ_0135,True,True,False,5,dry,63.84,17.15
HH_00613,27.776343,85.422955,AQ_0286,True,False,False,4,dry,80.32,44.55
HH_00614,27.617544,85.297884,AQ_0278,True,True,False,3,dry,49.81,24.05
HH_00615,27.742664,85.364856,AQ_0206,False,False,False,7,wet,18.38,88.2
HH_00616,27.675605,85.225737,AQ_0288,True,False,False,2,dry,86.88,39.87
HH_00617,27.743805,85.325972,AQ_0406,True,False,False,6,wet,59.92,28.6
HH_00618,27.664888,85.283554,AQ_0008,False,True,False,4,wet,96.69,31.1
HH_00619,27.605148,85.285262,AQ_0102,False,False,False,7,dry,36.38,36.53
HH_00620,27.703644,85.313875,AQ_0409,True,False,False,2,wet,80.43,15.21
HH_00621,27.606165,85.419801,AQ_0316,False,False,False,8,wet,7.91,49.59
HH_00622,27.784844,85.206098,AQ_0261,True,False,False,8,wet,77.08,9.6
HH_00623,27.716285,85.337233,AQ_0168,False,False,False,5,dry,31.1,36.66
HH_00624,27.730453,85.381783,AQ_0484,True,False,False,4,wet,51.34,16.08
HH_00625,27.600143,85.434213,AQ_0106,True,True,False,5,dry,63.2,12.16
HH_00626,27.652695,85.209455,AQ_0121,True,True,False,6,dry,60.92,31.79
HH_00627,27.62461,85.446587,AQ_0473,True,True,False,4,wet,65.65,14.06
HH_00628,27.621398,85.379865,AQ_0275,True,False,False,4,wet,73.11,13.55
HH_00629,27.770914,85.264238,AQ_0181,False,True,False,5,dry,45.32,33.01
HH_00630,27.703189,85.263373,AQ_0067,True,False,False,6,dry,65.23,24.03
HH_00631,27.788107,85.426486,AQ_0043,False,True,True,8,dry,37.09,32.7
HH_00632,27.676229,85.302963,AQ_0421,False,False,True,8,wet,97.8,26.06
HH_00633,27.745516,85.31291,AQ_0279,True,False,False,5,wet,94.22,16.07
HH_00634,27.619011,85.250117,AQ_0170,True,False,False,7,dry,37.4,26.37
HH_00635,27.682693,85.251551,AQ_0412,False,True,False,7,wet,124.77,33.79
HH_00636,27.738373,85.295767,AQ_0389,False,True,False,3,wet,61.22,31.89
HH_00637,27.77382,85.34208,AQ_0046,False,False,False,1,dry,26.18,34.59
HH_00638,27.692938,85.405184,AQ_0377,True,True,True,6,wet,77.97,18.16
HH_00639,27.722908,85.408041,AQ_0394,True,True,False,6,wet,59.21,23.68
HH_00640,27.602728,85.275805,AQ_0099,True,False,False,6,wet,79.67,14.5
HH_00641,27.739598,85.397565,AQ_0476,False,True,True,3,dry,71.28,23.16
HH_00642,27.684224,85.302631,AQ_0202,False,False,False,7,wet,11.62,46.76
HH_00643,27.64627,85.234093,AQ_0149,True,False,False,8,dry,45.44,25.25
HH_00644,27.794629,85.248429,AQ_0330,True,False,False,6,wet,100.45,31.62
HH_00645,27.669166,85.28946,AQ_0237,True,False,False,7,dry,73.59,25.77
HH_00646,27.708719,85.363444,AQ_0080,True,True,False,8,dry,89.53,60.18
HH_00647,27.67741,85.361806,AQ_0240,True,True,False,5,wet,123.19,18.7
HH_00648,27.777564,85.226165,AQ_0348,True,True,False,4,dry,38.49,26.97
HH_00649,27.76453,85.252512,AQ_0257,False,True,False,8,wet,47.9,56.11
HH_00650,27.680031,85.237624,AQ_0359,False,True,False,3,dry,55.31,80.92
HH_00651,27.700714,85.400411,AQ_0377,True,False,False,7,dry,63.66,18.16
HH_00652,27.769754,85.376515,AQ_0485,True,True,False,5,wet,22.31,25.96
HH_00653,27.698091,85.264424,AQ_0131,True,True,False,6,wet,83.86,25.49
HH_00654,27.64423,85.26728,AQ_0307,True,True,True,4,wet,99.29,10.94
HH_00655,27.760627,85.211036,AQ_0007,False,False,True,3,wet,70.87,46.47
HH_00656,27.698443,85.420163,AQ_0192,True,True,False,1,dry,95.12,21.41
HH_00657,27.682582,85.334373,AQ_0282,False,False,False,2,wet,51.87,27.54
HH_00658,27.624253,85.22844,AQ_0088,True,True,False,7,wet,57.62,17.65
HH_00659,27.682192,85.361959,AQ_0400,True,False,False,3,dry,56.65,8.71
HH_00660,27.615918,85.435099,AQ_0222,True,True,True,6,wet,91.25,21.23
HH_00661,27.652133,85.413337,AQ_0405,False,False,False,5,wet,45.57,31.37
